movie_id,genre_id
944,4
947,4
951,4
967,4
968,4
973,4
980,4
984,4
985,4
986,4
991,4
1004,4
1006,4
1008,4
1011,4
1016,4
1024,4
1026,4
1037,4
1041,4
1054,4
1060,4
1087,4
1092,4
1099,4
1102,4
1106,4
1115,4
1119,4
1122,4
1146,4
1150,4
1152,4
1166,4
1171,4
1176,4
1178,4
1180,4
1201,4
1215,4
1216,4
1221,4
1224,4
1234,4
1242,4
1246,4
1248,4
1250,4
1254,4
1261,4
1266,4
1267,4
1272,4
1277,4
1279,4
1281,4
1296,4
1299,4
1303,4
1304,4
1316,4
1323,4
1331,4
1339,4
1377,4
1388,4
1392,4
1401,4
1411,4
1417,4
1426,4
1430,4
1434,4
1450,4
1453,4
1475,4
1477,4
1499,4
1503,4
1504,4
1521,4
1525,4
1537,4
1547,4
1556,4
1558,4
1565,4
1566,4
1570,4
1,5
2,5
8,5
10,5
20,5
22,5
25,5
27,5
28,5
30,5
36,5
38,5
52,5
57,5
61,5
64,5
67,5
83,5
85,5
91,5
96,5
114,5
115,5
117,5
125,5
127,5
129,5
131,5
142,5
148,5
150,5
160,5
164,5
165,5
177,5
180,5
184,5
198,5
201,5
202,5
222,5
226,5
227,5
228,5
235,5
240,5
243,5
246,5
247,5
248,5
256,5
266,5
267,5
274,5
275,5
276,5
278,5
281,5
284,5
292,5
293,5
294,5
300,5
318,5
319,5
323,5
330,5
331,5
335,5
341,5
351,5
352,5
354,5
359,5
372,5
375,5
376,5
389,5
394,5
403,5
412,5
421,5
426,5
428,5
432,5
440,5
446,5
456,5
457,5
459,5
464,5
470,5
480,5
481,5
485,5
488,5
492,5
493,5
498,5
499,5
502,5
505,5
513,5
518,5
520,5
521,5
524,5
526,5
539,5
550,5
551,5
554,5
559,5
560,5
562,5
569,5
570,5
574,5
575,5
580,5
583,5
587,5
588,5
590,5
593,5
603,5
609,5
614,5
617,5
622,5
628,5
629,5
635,5
638,5
640,5
641,5
642,5
643,5
652,5
655,5
656,5
658,5
666,5
672,5
676,5
677,5
679,5
681,5
682,5
690,5
694,5
705,5
711,5
713,5
716,5
729,5
730,5
734,5
736,5
738,5
741,5
753,5
765,5
769,5
776,5
789,5
792,5
793,5
796,5
797,5
803,5
816,5
823,5
824,5
830,5
834,5
839,5
848,5
852,5
856,5
859,5
870,5
871,5
879,5
881,5
884,5
894,5
895,5
904,5
907,5
914,5
915,5
925,5
928,5
940,5
941,5
942,5
943,5
944,5
947,5
949,5
951,5
953,5
960,5
963,5
964,5
967,5
968,5
973,5
977,5
980,5
982,5
984,5
985,5
1004,5
1022,5
1023,5
1024,5
1025,5
1026,5
1033,5
1041,5
1043,5
1047,5
1053,5
1054,5
1057,5
1075,5
1079,5
1087,5
1090,5
1093,5
1095,5
1099,5
1102,5
1105,5
1112,5
1115,5
1122,5
1123,5
1141,5
1150,5
1152,5
1157,5
1164,5
1166,5
1177,5
1185,5
1186,5
1191,5
1195,5
1196,5
1198,5
1199,5
1201,5
1209,5
1215,5
1221,5
1224,5
1230,5
1234,5
1241,5
1262,5
1266,5
1267,5
1272,5
1273,5
1277,5
1285,5
1295,5
1296,5
1299,5
1301,5
1302,5
1308,5
1316,5
1321,5
1322,5
1323,5
1330,5
1336,5
1339,5
1359,5
1363,5
1366,5
1377,5
1384,5
1386,5
1392,5
1401,5
1407,5
1408,5
1411,5
1415,5
1417,5
1419,5
1420,5
1429,5
1438,5
1450,5
1452,5
1453,5
1456,5
1464,5
1468,5
1475,5
1480,5
1482,5
1484,5
1495,5
1499,5
1503,5
1504,5
1506,5
1509,5
1523,5
1524,5
1531,5
1539,5
1549,5
1556,5
1558,5
1565,5
1566,5
1568,5
1570,5
3,6
5,6
9,6
12,6
14,6
15,6
16,6
17,6
18,6
19,6
21,6
32,6
34,6
37,6
39,6
40,6
41,6
42,6
43,6
45,6
46,6
47,6
48,6
51,6
56,6
58,6
60,6
62,6
66,6
67,6
68,6
70,6
73,6
75,6
77,6
80,6
81,6
82,6
83,6
84,6
86,6
88,6
90,6
93,6
94,6
96,6
97,6
99,6
100,6
103,6
107,6
108,6
109,6
112,6
113,6
117,6
120,6
122,6
123,6
124,6
128,6
130,6
131,6
133,6
134,6
135,6
140,6
143,6
145,6
146,6
150,6
152,6
153,6
154,6
155,6
158,6
162,6
163,6
164,6
166,6
167,6
169,6
171,6
172,6
173,6
181,6
188,6
190,6
192,6
195,6
196,6
199,6
204,6
205,6
206,6
207,6
209,6
211,6
212,6
216,6
218,6
219,6
220,6
223,6
224,6
225,6
226,6
232,6
233,6
236,6
238,6
239,6
242,6
244,6
245,6
249,6
250,6
252,6
253,6
257,6
258,6
261,6
262,6
263,6
265,6
269,6
270,6
275,6
277,6
282,6
283,6
287,6
288,6
290,6
291,6
296,6
298,6
299,6
301,6
302,6
303,6
304,6
306,6
307,6
317,6
321,6
322,6
324,6
326,6
327,6
328,6
332,6
336,6
337,6
338,6
340,6
342,6
343,6
344,6
346,6
348,6
350,6
353,6
356,6
358,6
363,6
367,6
368,6
369,6
370,6
371,6
375,6
377,6
380,6
381,6
383,6
384,6
385,6
386,6
391,6
392,6
395,6
396,6
397,6
398,6
399,6
400,6
404,6
406,6
407,6
408,6
409,6
410,6
414,6
415,6
416,6
417,6
418,6
425,6
429,6
430,6
434,6
435,6
442,6
443,6
448,6
449,6
450,6
452,6
453,6
458,6
460,6
463,6
466,6
468,6
470,6
471,6
474,6
477,6
478,6
487,6
489,6
491,6
494,6
495,6
497,6
500,6
501,6
502,6
504,6
507,6
508,6
509,6
512,6
514,6
515,6
516,6
517,6
519,6
524,6
525,6
527,6
528,6
529,6
531,6
532,6
533,6
534,6
535,6
536,6
537,6
538,6
540,6
541,6
544,6
547,6
548,6
552,6
555,6
556,6
557,6
560,6
563,6
568,6
570,6
572,6
573,6
579,6
581,6
582,6
584,6
585,6
588,6
594,6
595,6
597,6
598,6
601,6
602,6
604,6
605,6
606,6
610,6
613,6
615,6
620,6
621,6
623,6
630,6
631,6
632,6
633,6
637,6
645,6
646,6
647,6
648,6
649,6
651,6
653,6
654,6
658,6
660,6
662,6
668,6
669,6
673,6
674,6
676,6
683,6
684,6
685,6
686,6
689,6
691,6
692,6
693,6
695,6
696,6
697,6
698,6
700,6
702,6
703,6
704,6
707,6
715,6
718,6
720,6
721,6
725,6
726,6
728,6
730,6
731,6
732,6
733,6
735,6
736,6
738,6
739,6
742,6
746,6
747,6
748,6
750,6
752,6
754,6
755,6
758,6
761,6
762,6
763,6
764,6
766,6
770,6
774,6
775,6
777,6
779,6
782,6
783,6
785,6
787,6
788,6
790,6
794,6
798,6
799,6
801,6
804,6
805,6
806,6
807,6
809,6
811,6
815,6
817,6
820,6
821,6
822,6
826,6
827,6
828,6
833,6
835,6
836,6
838,6
841,6
842,6
844,6
845,6
846,6
847,6
848,6
851,6
853,6
854,6
855,6
857,6
858,6
859,6
861,6
862,6
863,6
868,6
869,6
872,6
873,6
874,6
877,6
880,6
883,6
886,6
888,6
889,6
890,6
891,6
893,6
896,6
897,6
898,6
899,6
901,6
903,6
906,6
907,6
909,6
910,6
911,6
912,6
913,6
914,6
917,6
918,6
919,6
920,6
921,6
922,6
923,6
924,6
926,6
927,6
928,6
929,6
931,6
932,6
937,6
941,6
947,6
948,6
950,6
954,6
957,6
959,6
962,6
965,6
966,6
969,6
970,6
972,6
978,6
979,6
981,6
983,6
985,6
988,6
990,6
992,6
993,6
994,6
999,6
1000,6
1006,6
1007,6
1008,6
1009,6
1010,6
1011,6
1012,6
1013,6
1016,6
1017,6
1018,6
1021,6
1027,6
1028,6
1029,6
1034,6
1035,6
1038,6
1042,6
1045,6
1046,6
1051,6
1052,6
1055,6
1056,6
1058,6
1059,6
1061,6
1062,6
1063,6
1064,6
1065,6
1068,6
1070,6
1072,6
1073,6
1074,6
1076,6
1077,6
1078,6
1080,6
1081,6
1082,6
1084,6
1086,6
1092,6
1100,6
1103,6
1104,6
1106,6
1108,6
1109,6
1111,6
1113,6
1116,6
1118,6
1119,6
1121,6
1124,6
1126,6
1127,6
1128,6
1129,6
1130,6
1132,6
1133,6
1135,6
1138,6
1140,6
1143,6
1144,6
1145,6
1152,6
1153,6
1155,6
1156,6
1159,6
1161,6
1165,6
1166,6
1169,6
1170,6
1171,6
1173,6
1174,6
1181,6
1183,6
1184,6
1187,6
1190,6
1192,6
1194,6
1197,6
1201,6
1203,6
1204,6
1205,6
1208,6
1209,6
1212,6
1218,6
1220,6
1224,6
1227,6
1232,6
1233,6
1237,6
1239,6
1242,6
1243,6
1244,6
1245,6
1246,6
1249,6
1250,6
1252,6
1253,6
1255,6
1256,6
1259,6
1260,6
1268,6
1269,6
1270,6
1274,6
1275,6
1276,6
1282,6
1283,6
1286,6
1288,6
1291,6
1292,6
1293,6
1297,6
1298,6
1300,6
1303,6
1305,6
1306,6
1307,6
1311,6
1312,6
1313,6
1314,6
1317,6
1319,6
1323,6
1324,6
1325,6
1326,6
1328,6
1329,6
1331,6
1334,6
1335,6
1337,6
1341,6
1342,6
1344,6
1346,6
1347,6
1348,6
1351,6
1352,6
1353,6
1354,6
1355,6
1358,6
1360,6
1364,6
1367,6
1371,6
1374,6
1375,6
1376,6
1378,6
1379,6
1381,6
1382,6
1387,6
1388,6
1393,6
1396,6
1399,6
1402,6
1403,6
1405,6
1410,6
1413,6
1414,6
1416,6
1423,6
1424,6
1425,6
1427,6
1431,6
1432,6
1433,6
1441,6
1442,6
1444,6
1445,6
1446,6
1447,6
1448,6
1457,6
1460,6
1461,6
1462,6
1464,6
1466,6
1467,6
1471,6
1472,6
1474,6
1475,6
1478,6
1479,6
1481,6
1483,6
1485,6
1487,6
1488,6
1490,6
1492,6
1493,6
1497,6
1501,6
1504,6
1505,6
1507,6
1510,6
1511,6
1512,6
1513,6
1514,6
1515,6
1517,6
1518,6
1519,6
1521,6
1522,6
1526,6
1527,6
1530,6
1533,6
1535,6
1542,6
1543,6
1545,6
1546,6
1547,6
1548,6
1551,6
1552,6
1553,6
1554,6
1555,6
1556,6
1557,6
1558,6
1561,6
1562,6
1564,6
1569,6
1571,6
1574,6
1575,6
1576,6
1578,6
1580,6
1581,6
1582,6
1584,6
1585,6
1586,6
1587,6
1588,6
4,7
11,7
23,7
44,7
76,7
101,7
149,7
159,7
168,7
178,7
191,7
204,7
213,7
214,7
231,7
251,7
295,7
320,7
339,7
347,7
420,7
454,7
461,7
482,7
486,7
503,7
513,7
555,7
567,7
578,7
608,7
616,7
624,7
627,7
663,7
778,7
780,7
781,7
808,7
831,7
832,7
840,7
871,7
876,7
885,7
952,7
955,7
1002,7
1019,7
1020,7
1098,7
1107,7
1179,7
1217,7
1228,7
1238,7
1263,7
1289,7
1318,7
1345,7
1370,7
1372,7
1391,7
1409,7
1422,7
1455,7
1459,7
1463,7
1500,7
1541,7
5,8
13,8
47,8
51,8
94,8
97,8
99,8
111,8
119,8
147,8
152,8
171,8
199,8
210,8
216,8
271,8
280,8
293,8
297,8
309,8
314,8
315,8
321,8
326,8
338,8
355,8
356,8
358,8
363,8
368,8
380,8
387,8
407,8
415,8
417,8
423,8
438,8
442,8
462,8
471,8
475,8
483,8
510,8
515,8
518,8
525,8
529,8
549,8
552,8
556,8
557,8
570,8
597,8
607,8
631,8
632,8
659,8
664,8
669,8
696,8
719,8
739,8
745,8
756,8
763,8
771,8
782,8
798,8
799,8
827,8
841,8
868,8
873,8
881,8
883,8
891,8
897,8
909,8
918,8
927,8
932,8
934,8
956,8
976,8
987,8
989,8
994,8
1012,8
1033,8
1045,8
1048,8
1062,8
1068,8
1074,8
1077,8
1088,8
1126,8
1131,8
1133,8
1136,8
1144,8
1188,8
1208,8
1225,8
1229,8
1253,8
1256,8
1310,8
1334,8
1346,8
1350,8
1357,8
1364,8
1367,8
1378,8
1385,8
1413,8
1420,8
1435,8
1443,8
1471,8
1483,8
1501,8
1502,8
1514,8
1515,8
1522,8
1527,8
1536,8
1549,8
1550,8
1553,8
1563,8
1573,8
1574,8
6,9
7,9
8,9
19,9
28,9
30,9
31,9
35,9
39,9
40,9
57,9
59,9
65,9
69,9
71,9
77,9
78,9
85,9
91,9
102,9
104,9
105,9
106,9
110,9
114,9
116,9
118,9
128,9
130,9
154,9
156,9
161,9
164,9
167,9
170,9
173,9
176,9
182,9
183,9
193,9
194,9
195,9
198,9
200,9
205,9
208,9
210,9
225,9
226,9
234,9
237,9
247,9
260,9
266,9
267,9
273,9
274,9
284,9
285,9
286,9
293,9
296,9
315,9
316,9
318,9
319,9
323,9
324,9
330,9
331,9
341,9
346,9
348,9
349,9
350,9
352,9
362,9
365,9
366,9
367,9
370,9
378,9
379,9
385,9
397,9
400,9
402,9
403,9
405,9
409,9
411,9
419,9
421,9
436,9
438,9
439,9
440,9
445,9
446,9
450,9
456,9
459,9
460,9
462,9
465,9
469,9
472,9
475,9
478,9
481,9
485,9
487,9
490,9
493,9
495,9
506,9
511,9
519,9
522,9
523,9
524,9
526,9
528,9
533,9
543,9
545,9
548,9
553,9
561,9
565,9
583,9
587,9
591,9
592,9
596,9
602,9
609,9
611,9
613,9
619,9
621,9
628,9
629,9
633,9
634,9
639,9
640,9
641,9
642,9
648,9
653,9
655,9
656,9
677,9
678,9
681,9
686,9
691,9
700,9
710,9
713,9
717,9
722,9
726,9
727,9
736,9
742,9
743,9
747,9
750,9
753,9
754,9
759,9
765,9
773,9
786,9
797,9
800,9
803,9
812,9
814,9
818,9
819,9
825,9
834,9
837,9
839,9
842,9
843,9
849,9
850,9
852,9
855,9
857,9
865,9
875,9
878,9
881,9
891,9
893,9
906,9
917,9
919,9
925,9
926,9
929,9
930,9
933,9
936,9
938,9
939,9
958,9
961,9
963,9
968,9
975,9
976,9
977,9
983,9
985,9
986,9
991,9
996,9
1001,9
1005,9
1006,9
1007,9
1012,9
1015,9
1022,9
1023,9
1024,9
1031,9
1036,9
1039,9
1043,9
1044,9
1047,9
1050,9
1059,9
1060,9
1064,9
1066,9
1073,9
1076,9
1080,9
1085,9
1089,9
1091,9
1095,9
1097,9
1101,9
1102,9
1105,9
1106,9
1112,9
1118,9
1120,9
1121,9
1122,9
1123,9
1125,9
1137,9
1140,9
1141,9
1142,9
1145,9
1147,9
1148,9
1150,9
1151,9
1152,9
1158,9
1162,9
1163,9
1166,9
1168,9
1176,9
1177,9
1180,9
1190,9
1198,9
1199,9
1200,9
1202,9
1206,9
1219,9
1221,9
1223,9
1236,9
1240,9
1246,9
1264,9
1272,9
1280,9
1285,9
1287,9
1290,9
1301,9
1302,9
1304,9
1310,9
1312,9
1314,9
1323,9
1331,9
1336,9
1339,9
1350,9
1356,9
1357,9
1361,9
1374,9
1394,9
1395,9
1397,9
1408,9
1412,9
1417,9
1420,9
1429,9
1430,9
1435,9
1443,9
1449,9
1450,9
1452,9
1470,9
1476,9
1491,9
1493,9
1495,9
1496,9
1498,9
1499,9
1503,9
1504,9
1508,9
1510,9
1511,9
1515,9
1516,9
1521,9
1524,9
1525,9
1528,9
1529,9
1532,9
1537,9
1538,9
1540,9
1547,9
1550,9
1553,9
1559,9
1560,9
1561,9
1567,9
1575,9
6,10
56,10
71,10
132,10
205,10
224,10
272,10
305,10
329,10
362,10
364,10
371,10
405,10
445,10
455,10
465,10
496,10
506,10
537,10
553,10
622,10
625,10
665,10
693,10
812,10
818,10
833,10
861,10
863,10
864,10
908,10
938,10
1032,10
1052,10
1094,10
1154,10
1180,10
1216,10
1226,10
1258,10
1279,10
1281,10
1282,10
1294,10
1316,10
1366,10
1369,10
1430,10
1494,10
1537,10
7,11
8,11
25,11
27,11
28,11
30,11
53,11
55,11
57,11
59,11
63,11
85,11
89,11
91,11
105,11
114,11
118,11
124,11
127,11
129,11
134,11
136,11
137,11
139,11
151,11
156,11
157,11
164,11
165,11
167,11
170,11
176,11
177,11
179,11
180,11
182,11
183,11
198,11
226,11
228,11
237,11
240,11
246,11
247,11
263,11
266,11
267,11
268,11
274,11
281,11
294,11
310,11
318,11
323,11
324,11
330,11
331,11
341,11
352,11
354,11
357,11
366,11
374,11
394,11
403,11
408,11
421,11
424,11
428,11
431,11
432,11
436,11
444,11
446,11
456,11
459,11
467,11
481,11
492,11
493,11
496,11
498,11
502,11
505,11
523,11
524,11
526,11
545,11
546,11
559,11
564,11
575,11
576,11
577,11
580,11
583,11
586,11
587,11
588,11
589,11
590,11
593,11
603,11
609,11
611,11
614,11
617,11
629,11
634,11
635,11
636,11
641,11
642,11
650,11
655,11
656,11
668,11
670,11
671,11
675,11
677,11
678,11
679,11
681,11
687,11
691,11
698,11
708,11
713,11
714,11
716,11
718,11
736,11
738,11
741,11
751,11
753,11
759,11
760,11
779,11
786,11
789,11
793,11
797,11
802,11
803,11
814,11
823,11
834,11
839,11
860,11
865,11
879,11
881,11
895,11
915,11
920,11
925,11
935,11
942,11
944,11
946,11
949,11
950,11
960,11
968,11
973,11
974,11
977,11
985,11
986,11
1013,11
1016,11
1024,11
1025,11
1031,11
1033,11
1036,11
1037,11
1039,11
1041,11
1043,11
1044,11
1047,11
1054,11
1060,11
1066,11
1075,11
1083,11
1090,11
1092,11
1095,11
1099,11
1105,11
1106,11
1112,11
1119,11
1122,11
1141,11
1146,11
1148,11
1150,11
1152,11
1162,11
1166,11
1172,11
1173,11
1176,11
1177,11
1178,11
1198,11
1199,11
1200,11
1215,11
1221,11
1222,11
1224,11
1231,11
1236,11
1240,11
1242,11
1248,11
1254,11
1256,11
1261,11
1266,11
1267,11
1272,11
1277,11
1284,11
1285,11
1295,11
1301,11
1302,11
1303,11
1308,11
1321,11
1327,11
1331,11
1339,11
1356,11
1359,11
1361,11
1362,11
1365,11
1368,11
1373,11
1377,11
1389,11
1397,11
1398,11
1401,11
1407,11
1419,11
1420,11
1421,11
1439,11
1449,11
1450,11
1452,11
1453,11
1456,11
1465,11
1470,11
1476,11
1484,11
1491,11
1495,11
1496,11
1499,11
1503,11
1508,11
1521,11
1523,11
1524,11
1547,11
1565,11
1566,11
1572,11
1573,11
7,12
32,12
57,12
68,12
129,12
153,12
163,12
169,12
197,12
203,12
218,12
225,12
266,12
270,12
284,12
302,12
308,12
344,12
348,12
366,12
369,12
392,12
425,12
437,12
441,12
488,12
505,12
509,12
517,12
523,12
528,12
532,12
533,12
544,12
547,12
577,12
581,12
587,12
592,12
597,12
603,12
606,12
609,12
617,12
679,12
709,12
715,12
755,12
762,12
774,12
783,12
825,12
836,12
847,12
869,12
880,12
961,12
970,12
981,12
992,12
1007,12
1044,12
1047,12
1060,12
1063,12
1066,12
1083,12
1090,12
1121,12
1162,12
1166,12
1174,12
1184,12
1212,12
1264,12
1276,12
1280,12
1283,12
1288,12
1293,12
1296,12
1299,12
1306,12
1314,12
1397,12
1405,12
1416,12
1417,12
1441,12
1442,12
1484,12
1513,12
1538,12
1543,12
1562,12
1565,12
9,13
22,13
26,13
28,13
67,13
83,13
92,13
102,13
115,13
148,13
150,13
167,13
170,13
187,13
201,13
202,13
218,13
230,13
237,13
243,13
248,13
256,13
273,13
276,13
278,13
292,13
300,13
312,13
322,13
323,13
351,13
352,13
359,13
372,13
375,13
378,13
403,13
424,13
432,13
436,13
456,13
457,13
464,13
520,13
539,13
542,13
545,13
551,13
560,13
562,13
569,13
570,13
574,13
583,13
588,13
599,13
635,13
638,13
640,13
658,13
672,13
674,13
681,13
688,13
694,13
705,13
710,13
714,13
722,13
729,13
733,13
734,13
769,13
776,13
792,13
799,13
801,13
813,13
814,13
816,13
823,13
830,13
870,13
881,13
884,13
892,13
894,13
901,13
904,13
907,13
920,13
942,13
943,13
953,13
960,13
964,13
982,13
985,13
993,13
998,13
1003,13
1015,13
1018,13
1026,13
1030,13
1043,13
1053,13
1069,13
1079,13
1093,13
1102,13
1114,13
1115,13
1120,13
1142,13
1148,13
1152,13
1164,13
1166,13
1169,13
1186,13
1191,13
1195,13
1201,13
1223,13
1230,13
1236,13
1247,13
1273,13
1290,13
1295,13
1308,13
1309,13
1322,13
1330,13
1332,13
1356,13
1368,13
1373,13
1384,13
1406,13
1407,13
1419,13
1431,13
1438,13
1480,13
1482,13
1509,13
1539,13
1556,13
1568,13
1583,13
12,14
14,14
32,14
34,14
66,14
69,14
70,14
73,14
82,14
87,14
88,14
98,14
103,14
104,14
116,14
121,14
122,14
131,14
132,14
152,14
158,14
161,14
173,14
179,14
189,14
196,14
207,14
215,14
232,14
233,14
242,14
244,14
260,14
261,14
270,14
279,14
286,14
293,14
296,14
307,14
316,14
342,14
379,14
385,14
387,14
388,14
394,14
396,14
402,14
405,14
409,14
414,14
419,14
443,14
444,14
450,14
452,14
475,14
490,14
504,14
508,14
535,14
543,14
547,14
548,14
561,14
565,14
568,14
584,14
585,14
591,14
592,14
595,14
601,14
620,14
625,14
639,14
645,14
647,14
648,14
664,14
666,14
667,14
681,14
693,14
699,14
700,14
715,14
718,14
722,14
727,14
730,14
735,14
743,14
747,14
752,14
759,14
766,14
772,14
774,14
788,14
815,14
818,14
819,14
829,14
850,14
853,14
855,14
863,14
866,14
875,14
878,14
880,14
882,14
886,14
891,14
900,14
902,14
908,14
916,14
920,14
921,14
929,14
936,14
941,14
945,14
948,14
950,14
954,14
958,14
962,14
972,14
973,14
975,14
978,14
991,14
996,14
1005,14
1008,14
1011,14
1018,14
1034,14
1050,14
1064,14
1071,14
1073,14
1076,14
1085,14
1086,14
1118,14
1123,14
1135,14
1151,14
1154,14
1159,14
1163,14
1167,14
1168,14
1171,14
1178,14
1180,14
1181,14
1183,14
1184,14
1193,14
1202,14
1205,14
1220,14
1225,14
1243,14
1248,14
1261,14
1268,14
1275,14
1280,14
1281,14
1294,14
1297,14
1298,14
1329,14
1343,14
1349,14
1379,14
1395,14
1408,14
