日期,影片,上映信息,总票房,当日综合票房,票房占比,排片场次,排片占比,场均人次,上座率
2025-06-01,寻秘自然：时间的形状,,47.8万,3.51万,<0.1%,104,<0.1%,11.9,13.3%
2025-06-01,独一无二,上映16天,1681.5万,3.39万,<0.1%,255,<0.1%,3.5,5.3%
2025-06-01,雷霆特攻队*,上映33天,1.16亿,2.82万,<0.1%,144,<0.1%,4.4,4.7%
2025-06-01,孤独摇滚（上）,上映38天,1973.8万,2.14万,<0.1%,42,<0.1%,13.8,14.0%
2025-06-01,向阳·花,上映59天,2.30亿,1.99万,<0.1%,108,<0.1%,7.3,7.3%
2025-06-01,同学们好,,6.0万,1.87万,<0.1%,8,<0.1%,76.0,67.3%
2025-06-01,致命玩偶,上映4天,13.0万,1.74万,<0.1%,272,<0.1%,2.0,2.3%
2025-06-01,风起前的蒲公英,点映,9.3万,1.25万,<0.1%,5,<0.1%,57.6,64.8%
2025-06-01,你的名字。,,7.13亿,1.18万,<0.1%,47,<0.1%,6.5,38.0%
2025-06-01,射雕英雄传：侠之大者,,6.89亿,1.11万,<0.1%,11,<0.1%,12.7,19.4%
2025-06-01,北极荒原,展映,203.7万,1.03万,<0.1%,1,<0.1%,238.0,72.3%
2025-06-01,康熙与路易十四,,277.3万,1.03万,<0.1%,2,<0.1%,103.0,--
2025-06-01,猫猫的奇幻漂流,上映94天,2836.9万,0.92万,<0.1%,38,<0.1%,6.7,8.9%
2025-06-01,冲·撞,上映16天,160.1万,0.75万,<0.1%,39,<0.1%,6.0,7.6%
2025-06-01,超级的我,,1240.9万,0.73万,<0.1%,8,<0.1%,23.3,--
2025-06-01,我仍在此,上映17天,145.9万,0.71万,<0.1%,37,<0.1%,4.2,6.9%
2025-06-01,天空之城,,1.35亿,0.65万,<0.1%,16,<0.1%,11.8,35.0%
2025-06-01,哈尔的移动城堡,,1.67亿,0.58万,<0.1%,10,<0.1%,14.8,18.7%
2025-06-01,海绵宝宝：皮老板大电影,上映86天,1249.6万,0.56万,<0.1%,52,<0.1%,3.2,2.8%
2025-06-01,特别的你,上映61天,73.3万,0.50万,<0.1%,1,<0.1%,250.0,--
2025-06-01,不说话的爱,上映60天,1.43亿,0.45万,<0.1%,34,<0.1%,5.3,8.1%
2025-06-01,会计刺客2,上映17天,492.8万,0.44万,<0.1%,66,<0.1%,1.6,2.3%
2025-06-01,黑暗迷踪,上映13天,152.8万,0.38万,<0.1%,144,<0.1%,0.9,1.1%
2025-06-01,夜半凶宅,上映80天,400.9万,0.36万,<0.1%,16,<0.1%,3.7,6.4%
2025-06-01,红猪,,2323.9万,0.36万,<0.1%,17,<0.1%,6.4,29.5%
2025-06-01,地上的云朵,上映26天,459.0万,0.25万,<0.1%,50,<0.1%,1.7,2.2%
2025-06-01,猎狐·行动,上映59天,8788.0万,0.24万,<0.1%,17,<0.1%,3.8,4.5%
2025-06-01,热烈,,9.33亿,0.22万,<0.1%,5,<0.1%,21.8,36.6%
2025-06-01,江南：在爱开始的地方等你,,355.1万,0.21万,<0.1%,37,<0.1%,1.4,1.7%
2025-06-01,乐一通大电影：地球爆炸之日,上映45天,169.1万,0.21万,<0.1%,11,<0.1%,3.5,5.4%
2025-06-01,熊孩子马里,上映2天,6920,0.20万,<0.1%,153,<0.1%,0.5,0.7%
2025-06-01,孤独的美食家 剧场版,上映45天,805.0万,0.17万,<0.1%,13,<0.1%,3.1,4.4%
2025-06-01,拨浪鼓咚咚响,,189.7万,0.16万,<0.1%,1,<0.1%,64.0,100.0%
2025-06-01,内沙,上映20天,20.7万,0.15万,<0.1%,4,<0.1%,14.3,35.9%
2025-06-01,寻秘自然：地球往事,,153.3万,0.15万,<0.1%,2,<0.1%,29.5,100.0%
2025-06-01,新龙门客栈（舞台纪录电影·越剧）,,621.9万,0.14万,<0.1%,2,<0.1%,20.0,55.1%
2025-06-01,回农村干大事,上映首日,2.7万,0.12万,<0.1%,16,<0.1%,1.9,1.9%
2025-06-01,有病才会喜欢你,上映44天,2306.1万,0.12万,<0.1%,20,<0.1%,1.8,2.5%
2025-06-01,日暮·归乡,上映23天,27.9万,0.11万,<0.1%,3,<0.1%,11.0,25.1%
2025-06-01,熊孩子·探险熊兵,展映,12.5万,0.08万,<0.1%,27,<0.1%,1.0,1.0%
2025-06-01,还有明天,上映86天,4493.5万,0.08万,<0.1%,7,<0.1%,3.1,4.3%
2025-06-01,海洋奇缘2,,1.11亿,0.05万,<0.1%,18,<0.1%,0.9,7.8%
2025-06-01,心理有秘密,上映10天,11.2万,0.05万,<0.1%,15,<0.1%,0.9,1.8%
2025-06-01,此心安处,上映52天,527.4万,0.04万,<0.1%,9,<0.1%,1.2,2.6%
2025-06-01,午时三刻,上映59天,10.7万,0.04万,<0.1%,4,<0.1%,1.5,1.2%
2025-06-01,荒蛮故事,上映52天,294.8万,0.04万,<0.1%,3,<0.1%,3.7,4.1%
2025-06-01,楝树花开,上映17天,6.4万,0.03万,<0.1%,4,<0.1%,2.5,3.2%
2025-06-01,雄狮少年,,2.49亿,0.01万,<0.1%,55,<0.1%,0.1,1.4%
2025-06-01,九龙城寨之围城,,6.86亿,0.01万,<0.1%,11,<0.1%,0.7,1.1%
2025-06-01,寻找嘎贝勒,上映13天,4.0万,0.01万,<0.1%,6,<0.1%,1.0,2.4%
2025-06-01,黎明的一切,上映45天,167.6万,0.01万,<0.1%,2,<0.1%,1.5,4.5%
2025-06-01,破·地狱：感恩特别版,上映59天,163.4万,0.01万,<0.1%,1,<0.1%,3.0,5.6%
2025-06-01,刺猬索尼克3,,4414.5万,0.00万,<0.1%,3,<0.1%,1.0,1.9%
2025-06-01,风起秋浦河,上映10天,12.0万,0.00万,<0.1%,4,<0.1%,1.0,1.4%
2025-06-01,戈壁行者,上映2天,10.6万,0.00万,<0.1%,6,<0.1%,0.2,0.5%
2025-06-01,八步沙,上映8天,4870,0.00万,<0.1%,1,<0.1%,1.0,--
2025-06-01,大圣降妖,,215.6万,0.00万,<0.1%,9,<0.1%,27.4,0.3%
2025-06-01,龙神之子,,200.6万,0.00万,<0.1%,6,<0.1%,32.8,--
2025-06-01,奇异世界历险记,,502.1万,0.00万,<0.1%,18,<0.1%,9.2,--
2025-06-01,家的方向,上映10天,2.2万,0万,<0.1%,6,<0.1%,0.0,1.2%
2025-06-01,你好FM949,上映23天,4.7万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,荒野机器人,,5186.6万,0万,<0.1%,8,<0.1%,0.0,4.1%
2025-06-01,十二公民,,1407.7万,0万,<0.1%,8,<0.1%,0.0,0.3%
2025-06-01,疯狂丑小鸭2靠谱英雄,,1002.3万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,变形金刚：超能勇士崛起,,6.55亿,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,白雪公主,上映73天,931.9万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,少年岳飞,,3209,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,名侦探柯南：迷宫的十字路口,,1.48亿,0万,<0.1%,3,<0.1%,0.0,--
2025-06-01,想飞的女孩,上映86天,1697.3万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,您的声音,,7718.8万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,荒野狂兽,,45.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,大圣伏妖,,,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,汪汪队立大功大电影2：超能大冒险,,1.38亿,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,荣耀,上映37天,57.8万,0万,<0.1%,4,<0.1%,0.0,--
2025-06-01,打铁花行动,上映84天,290.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,熊出没·重返地球,,9.77亿,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,海岛书店,,展映,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,驯龙高手2,,4.02亿,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,唐探1900,,36.12亿,0万,<0.1%,2,<0.1%,0.0,4.2%
2025-06-01,青蛙王子历险记2,,401.1万,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,神偷特工,展映,2270,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,巧虎魔法岛历险记,,1323.8万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,功夫梦：融合之道,,点映,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,心灵的故事,,498.4万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,快乐的童年时光,上映76天,2298,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,新三峡,,点映,0万,<0.1%,3,<0.1%,0.0,--
2025-06-01,雅丹卫士,展映,53,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,魔幻奇缘之宝石公主,,813.9万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,浴血困牛山,,92.9万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,真爱找麻烦！,,454.6万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,火之鸟 伊甸之花,上映45天,86.7万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,海洋传奇,,28.1万,0万,<0.1%,2,<0.1%,0.0,--
2025-06-01,勇敢往事,,213.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-01,怒火营救,上映25天,2.1万,0万,<0.1%,7,<0.1%,0.0,0.1%
2025-06-01,滚烫年华,上映23天,10.0万,0万,<0.1%,12,<0.1%,0.0,0.2%
2025-06-01,冰雪·情缘,,1.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,碟中谍8：最终清算,上映4天,2.29亿,4548.67万,43.1%,105053,24.6%,10.1,6.3%
2025-06-02,时间之子,上映4天,7827.7万,1536.37万,14.5%,68070,15.9%,6.4,5.8%
2025-06-02,哆啦A梦：大雄的绘画奇遇记,上映3天,6765.3万,1391.40万,13.2%,70277,16.4%,5.4,4.7%
2025-06-02,星际宝贝史迪奇,上映11天,1.40亿,1146.13万,10.8%,45895,10.7%,6.3,5.6%
2025-06-02,私家侦探,上映3天,3850.6万,765.85万,7.2%,53745,12.6%,3.9,3.8%
2025-06-02,哪吒之魔童闹海,,154.30亿,333.29万,3.1%,16486,3.8%,4.9,4.6%
2025-06-02,水饺皇后,上映34天,4.08亿,198.58万,1.8%,14437,3.3%,3.5,3.5%
2025-06-02,红嫁衣,上映4天,851.5万,120.10万,1.1%,12880,3.0%,2.9,3.0%
2025-06-02,猎金·游戏,上映33天,2.93亿,71.20万,0.6%,6538,1.5%,2.7,2.8%
2025-06-02,海底小纵队：海啸大危机,上映33天,3310.4万,66.54万,0.6%,4152,0.9%,4.6,4.7%
2025-06-02,潜艇总动员：冒险岛,上映3天,381.6万,57.22万,0.5%,10970,2.5%,1.6,1.5%
2025-06-02,我的世界大电影,上映60天,2.11亿,52.01万,0.4%,2518,0.5%,5.7,6.0%
2025-06-02,幽灵公主,上映33天,1.09亿,39.99万,0.3%,1932,0.4%,5.2,6.0%
2025-06-02,2025年全国艺联“时光之镜·中外经典影片展”,上映5天,111.2万,32.62万,0.3%,86,<0.1%,83.0,--
2025-06-02,情书,,8786.6万,31.86万,0.3%,1810,0.4%,4.5,5.3%
2025-06-02,人生开门红,上映33天,1.37亿,25.29万,0.2%,2670,0.6%,2.4,2.8%
2025-06-02,熊出没·重启未来,,8.21亿,18.59万,0.1%,1337,0.3%,3.7,3.5%
2025-06-02,攻壳机动队,上映24天,1448.7万,15.09万,0.1%,883,0.2%,4.2,4.1%
2025-06-02,机动战士高达：跨时之战,上映60天,2229.2万,11.73万,0.1%,156,<0.1%,15.3,18.0%
2025-06-02,上海市2025比利时经典电影展,上映3天,32.9万,9.63万,<0.1%,2,<0.1%,658.5,--
2025-06-02,折翼的天使,上映67天,144.6万,7.82万,<0.1%,81,<0.1%,30.0,23.8%
2025-06-02,苍茫的天涯是我的爱,上映33天,8806.5万,6.10万,<0.1%,1121,0.2%,1.5,1.9%
2025-06-02,大风杀,上映33天,5617.8万,4.67万,<0.1%,595,0.1%,2.1,2.5%
2025-06-02,永不失联的爱,上映14天,378.0万,4.32万,<0.1%,313,<0.1%,4.8,6.1%
2025-06-02,孤独摇滚(下),上映24天,751.8万,4.05万,<0.1%,447,0.1%,2.4,2.4%
2025-06-02,寻秘自然：时间的形状,,51.1万,3.34万,<0.1%,74,<0.1%,14.1,15.0%
2025-06-02,雷霆特攻队*,上映34天,1.16亿,3.27万,<0.1%,272,<0.1%,2.7,2.9%
2025-06-02,新大头儿子和小头爸爸3：俄罗斯奇遇记,,1.58亿,2.90万,<0.1%,897,0.2%,1.1,1.2%
2025-06-02,开心超人之逆世营救,上映33天,1279.8万,2.45万,<0.1%,309,<0.1%,2.5,2.9%
2025-06-02,不说话的爱,上映61天,1.43亿,2.37万,<0.1%,48,<0.1%,14.2,20.4%
2025-06-02,独一无二,上映17天,1683.8万,2.30万,<0.1%,356,<0.1%,1.7,2.1%
2025-06-02,你的名字。,,7.13亿,1.44万,<0.1%,54,<0.1%,7.4,31.6%
2025-06-02,热烈,,9.33亿,1.12万,<0.1%,9,<0.1%,22.4,19.8%
2025-06-02,孤独摇滚（上）,上映39天,1974.9万,1.03万,<0.1%,65,<0.1%,4.2,4.7%
2025-06-02,向阳·花,上映60天,2.30亿,1.00万,<0.1%,163,<0.1%,2.2,2.2%
2025-06-02,北极荒原,展映,204.5万,0.86万,<0.1%,1,<0.1%,200.0,60.2%
2025-06-02,致命玩偶,上映5天,13.8万,0.79万,<0.1%,328,<0.1%,0.8,0.8%
2025-06-02,会计刺客2,上映18天,493.5万,0.72万,<0.1%,110,<0.1%,1.5,1.8%
2025-06-02,我仍在此,上映18天,146.6万,0.69万,<0.1%,56,<0.1%,2.8,4.3%
2025-06-02,猫猫的奇幻漂流,上映95天,2837.5万,0.69万,<0.1%,56,<0.1%,3.4,4.4%
2025-06-02,破·地狱：感恩特别版,上映60天,163.9万,0.57万,<0.1%,7,<0.1%,20.0,40.2%
2025-06-02,哈尔的移动城堡,,1.67亿,0.52万,<0.1%,12,<0.1%,12.4,16.4%
2025-06-02,海绵宝宝：皮老板大电影,上映87天,1250.0万,0.40万,<0.1%,54,<0.1%,2.2,2.1%
2025-06-02,孤独的美食家 剧场版,上映46天,805.3万,0.35万,<0.1%,31,<0.1%,3.0,3.5%
2025-06-02,熊孩子马里,上映3天,1.0万,0.33万,<0.1%,48,<0.1%,2.7,8.1%
2025-06-02,内沙,上映21天,21.0万,0.31万,<0.1%,12,<0.1%,4.3,14.0%
2025-06-02,天空之城,,1.35亿,0.30万,<0.1%,20,<0.1%,5.0,13.6%
2025-06-02,超级的我,,1241.1万,0.25万,<0.1%,8,<0.1%,8.1,--
2025-06-02,冲·撞,上映17天,160.4万,0.25万,<0.1%,45,<0.1%,1.7,2.1%
2025-06-02,黑暗迷踪,上映14天,153.0万,0.21万,<0.1%,208,<0.1%,0.4,0.4%
2025-06-02,康熙与路易十四,,277.5万,0.20万,<0.1%,1,<0.1%,66.0,52.6%
2025-06-02,地上的云朵,上映27天,459.2万,0.20万,<0.1%,69,<0.1%,0.9,1.5%
2025-06-02,射雕英雄传：侠之大者,,6.89亿,0.18万,<0.1%,16,<0.1%,2.5,3.4%
2025-06-02,红猪,,2324.1万,0.17万,<0.1%,17,<0.1%,2.9,14.9%
2025-06-02,还有明天,上映87天,4493.7万,0.15万,<0.1%,12,<0.1%,3.3,4.1%
2025-06-02,踢出个未来,,155.3万,0.15万,<0.1%,1,<0.1%,63.0,100.0%
2025-06-02,戈壁行者,上映3天,10.7万,0.14万,<0.1%,16,<0.1%,3.3,4.9%
2025-06-02,黎明的一切,上映46天,167.7万,0.10万,<0.1%,5,<0.1%,4.4,5.7%
2025-06-02,东四十条,上映56天,57.3万,0.10万,<0.1%,3,<0.1%,9.0,60.8%
2025-06-02,有病才会喜欢你,上映45天,2306.2万,0.09万,<0.1%,30,<0.1%,0.8,1.0%
2025-06-02,雄狮少年,,2.49亿,0.08万,<0.1%,54,<0.1%,0.4,6.2%
2025-06-02,家的方向,上映11天,2.2万,0.07万,<0.1%,7,<0.1%,2.1,1.1%
2025-06-02,猎狐·行动,上映60天,8788.0万,0.06万,<0.1%,22,<0.1%,1.0,0.9%
2025-06-02,心理有秘密,上映11天,11.2万,0.06万,<0.1%,23,<0.1%,1.0,0.9%
2025-06-02,九龙城寨之围城,,6.86亿,0.05万,<0.1%,16,<0.1%,1.3,2.0%
2025-06-02,荣耀,上映38天,57.9万,0.05万,<0.1%,4,<0.1%,5.0,--
2025-06-02,风起秋浦河,上映11天,12.0万,0.04万,<0.1%,8,<0.1%,1.5,9.1%
2025-06-02,楝树花开,上映18天,6.4万,0.04万,<0.1%,7,<0.1%,2.1,2.6%
2025-06-02,回农村干大事,上映2天,2.8万,0.04万,<0.1%,26,<0.1%,0.3,0.4%
2025-06-02,熊孩子·探险熊兵,展映,12.5万,0.04万,<0.1%,28,<0.1%,0.5,0.5%
2025-06-02,荒蛮故事,上映53天,294.9万,0.03万,<0.1%,4,<0.1%,2.5,2.8%
2025-06-02,新龙门客栈（舞台纪录电影·越剧）,,622.0万,0.03万,<0.1%,1,<0.1%,10.0,14.6%
2025-06-02,寻找嘎贝勒,上映14天,4.1万,0.03万,<0.1%,8,<0.1%,1.5,3.9%
2025-06-02,怒火营救,上映26天,2.1万,0.03万,<0.1%,10,<0.1%,0.5,0.6%
2025-06-02,寻秘自然：无形之力,,74.0万,0.03万,<0.1%,1,<0.1%,17.0,--
2025-06-02,午时三刻,上映60天,10.7万,0.02万,<0.1%,4,<0.1%,1.0,0.4%
2025-06-02,此心安处,上映53天,527.4万,0.02万,<0.1%,10,<0.1%,0.7,1.4%
2025-06-02,海洋奇缘2,,1.11亿,0.01万,<0.1%,26,<0.1%,0.2,2.4%
2025-06-02,触碰你,上映45天,460.6万,0.00万,<0.1%,1,<0.1%,2.0,2.5%
2025-06-02,刺猬索尼克3,,4414.5万,0.00万,<0.1%,1,<0.1%,2.0,3.0%
2025-06-02,大圣降妖,,215.7万,0.00万,<0.1%,6,<0.1%,98.0,0.5%
2025-06-02,日暮·归乡,上映24天,27.9万,0.00万,<0.1%,15,<0.1%,<0.1,0.1%
2025-06-02,乐一通大电影：地球爆炸之日,上映46天,169.1万,0.00万,<0.1%,9,<0.1%,0.1,0.2%
2025-06-02,妈妈，我想你,,189.8万,0.00万,<0.1%,21,<0.1%,<0.1,2.3%
2025-06-02,夜半凶宅,上映81天,400.9万,0.00万,<0.1%,25,<0.1%,<0.1,0.0%
2025-06-02,浴血困牛山,,92.9万,0.00万,<0.1%,1,<0.1%,1.0,1.0%
2025-06-02,八步沙,上映9天,4895,0.00万,<0.1%,1,<0.1%,1.0,--
2025-06-02,十二公民,,1407.7万,0.00万,<0.1%,12,<0.1%,0.0,0.4%
2025-06-02,奇异世界历险记,,502.1万,0.00万,<0.1%,1,<0.1%,2.0,--
2025-06-02,你好FM949,上映24天,4.7万,0万,<0.1%,2,<0.1%,0.0,--
2025-06-02,荒野机器人,,5186.6万,0万,<0.1%,9,<0.1%,0.0,1.4%
2025-06-02,疯狂丑小鸭2靠谱英雄,,1002.3万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,阿里巴巴大盗奇兵,,1580.9万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,名侦探柯南：迷宫的十字路口,,1.48亿,0万,<0.1%,3,<0.1%,0.0,--
2025-06-02,森林飞侠,,40.4万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,新大头儿子和小头爸爸4完美爸爸,,9330.4万,0万,<0.1%,2,<0.1%,0.0,--
2025-06-02,阿里巴巴三根金发,,1030.8万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,一生交给党,,348.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,打铁花行动,上映85天,290.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,龙神之子,,200.6万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,青蛙王子历险记2,,401.1万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,绝地飞行,展映,6864,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,插翅难飞,上映88天,128.1万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,快乐的童年时光,上映77天,2298,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,雄狮少年2,,8403.4万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,新三峡,,点映,0万,<0.1%,3,<0.1%,0.0,--
2025-06-02,雅丹卫士,展映,53,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,真爱找麻烦！,,454.6万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,火之鸟 伊甸之花,上映46天,86.7万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,江南：在爱开始的地方等你,,355.1万,0万,<0.1%,4,<0.1%,0.0,--
2025-06-02,王牌二哈,,311.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,冰雪·情缘,,1.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-06-02,滚烫年华,上映24天,10.0万,0万,<0.1%,9,<0.1%,0.0,--
2025-06-03,碟中谍8：最终清算,上映5天,2.44亿,1469.04万,50.6%,90766,26.5%,3.9,2.5%
2025-06-03,时间之子,上映5天,8259.9万,432.21万,14.8%,54578,15.9%,2.2,2.0%
2025-06-03,私家侦探,上映4天,4167.9万,317.29万,10.9%,50791,14.8%,1.7,1.6%
2025-06-03,星际宝贝史迪奇,上映12天,1.42亿,205.28万,7.0%,32682,9.5%,1.6,1.4%
2025-06-03,哆啦A梦：大雄的绘画奇遇记,上映4天,6914.0万,148.65万,5.1%,43203,12.6%,0.9,0.8%
2025-06-03,水饺皇后,上映35天,4.09亿,87.97万,3.0%,17879,5.2%,1.3,1.2%
2025-06-03,红嫁衣,上映5天,922.2万,70.70万,2.4%,12974,3.7%,1.7,1.7%
2025-06-03,猎金·游戏,上映34天,2.94亿,48.33万,1.6%,9636,2.8%,1.3,1.3%
2025-06-03,哪吒之魔童闹海,,154.31亿,30.46万,1.0%,9271,2.7%,0.8,0.7%
2025-06-03,人生开门红,上映34天,1.37亿,14.84万,0.5%,3945,1.1%,1.0,1.0%
2025-06-03,情书,,8799.3万,12.64万,0.4%,2097,0.6%,1.6,1.7%
2025-06-03,2025年全国艺联“时光之镜·中外经典影片展”,上映6天,122.5万,11.33万,0.3%,29,<0.1%,75.9,--
2025-06-03,永不失联的爱,上映15天,384.5万,6.54万,0.2%,445,0.1%,5.4,6.8%
2025-06-03,不说话的爱,上映62天,1.44亿,6.53万,0.2%,87,<0.1%,24.9,34.4%
2025-06-03,幽灵公主,上映34天,1.09亿,6.51万,0.2%,1504,0.4%,1.1,1.2%
2025-06-03,攻壳机动队,上映25天,1453.6万,4.94万,0.1%,783,0.2%,1.5,1.4%
2025-06-03,苍茫的天涯是我的爱,上映34天,8810.2万,3.68万,0.1%,1624,0.4%,0.7,0.7%
2025-06-03,地上的云朵,上映28天,461.8万,2.65万,<0.1%,188,<0.1%,4.5,7.3%
2025-06-03,回农村干大事,上映3天,5.3万,2.55万,<0.1%,37,<0.1%,17.4,17.9%
2025-06-03,疾速追杀：芭蕾杀姬,点映,2.3万,2.33万,<0.1%,5,<0.1%,93.4,--
2025-06-03,大风杀,上映34天,5619.3万,1.52万,<0.1%,397,0.1%,1.0,1.2%
2025-06-03,海底小纵队：海啸大危机,上映34天,3311.8万,1.38万,<0.1%,688,0.2%,0.5,0.5%
2025-06-03,折翼的天使,上映68天,145.9万,1.30万,<0.1%,16,<0.1%,27.1,19.6%
2025-06-03,雷霆特攻队*,上映35天,1.16亿,1.13万,<0.1%,386,0.1%,0.7,0.7%
2025-06-03,独一无二,上映18天,1684.9万,1.10万,<0.1%,565,0.1%,0.5,0.6%
2025-06-03,潜艇总动员：冒险岛,上映4天,382.6万,1.03万,<0.1%,2987,0.8%,0.1,0.1%
2025-06-03,我的世界大电影,上映61天,2.11亿,0.83万,<0.1%,840,0.2%,0.3,0.3%
2025-06-03,猎狐·行动,上映61天,8788.8万,0.74万,<0.1%,56,<0.1%,3.6,7.0%
2025-06-03,致命玩偶,上映6天,14.5万,0.70万,<0.1%,353,0.1%,0.6,0.6%
2025-06-03,会计刺客2,上映19天,494.0万,0.49万,<0.1%,190,<0.1%,0.6,0.7%
2025-06-03,你的名字。,,7.13亿,0.48万,<0.1%,85,<0.1%,1.5,8.0%
