日期,影片,上映信息,总票房,当日综合票房,票房占比,排片场次,排片占比,场均人次,上座率
2025-05-01,钻石照耀钟鼓楼,上映13天,1.8万,0.01万,<0.1%,3,<0.1%,1.3,5.9%
2025-05-01,多幸运遇见你,上映56天,1930.4万,0.00万,<0.1%,4,<0.1%,0.5,1.3%
2025-05-01,攻壳机动队,点映,60,0.00万,<0.1%,1,<0.1%,2.0,--
2025-05-01,天堂旅行团,上映55天,6598.8万,0.00万,<0.1%,11,<0.1%,0.2,61.2%
2025-05-01,阳光照耀青春里,上映28天,600.8万,0.00万,<0.1%,6,<0.1%,0.2,0.2%
2025-05-01,穷养攻略,上映13天,30.9万,0.00万,<0.1%,6,<0.1%,0.2,1.0%
2025-05-01,诡才之道,上映69天,4033.2万,0.00万,<0.1%,2,<0.1%,0.5,0.7%
2025-05-01,怒水西流,上映41天,4845.7万,0.00万,<0.1%,21,<0.1%,<0.1,0.3%
2025-05-01,特别的你,上映30天,66.8万,0.00万,<0.1%,1,<0.1%,1.0,0.9%
2025-05-01,九龙城寨之围城,,6.85亿,0.00万,<0.1%,9,<0.1%,0.0,--
2025-05-01,十二公民,,1402.6万,0.00万,<0.1%,1,<0.1%,0.0,--
2025-05-01,海底小纵队：洞穴大冒险,,7762.0万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-01,周末狂飙,上映35天,33.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-01,我不是药神,,31.00亿,0万,<0.1%,1,<0.1%,0.0,--
2025-05-01,东四十条,上映24天,56.5万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-01,雄狮少年2,,8403.4万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-01,想飞的女孩,上映55天,1697.3万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-01,雅丹卫士,,展映,0万,<0.1%,1,<0.1%,0.0,--
2025-05-01,援藏日记,上映43天,198.2万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-01,您的声音,上映73天,7718.8万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-01,浴血困牛山,,80.2万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-01,真爱找麻烦！,,454.6万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-01,我会好好的,上映41天,2491.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-01,不完美逃脱,上映29天,141.5万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-02,水饺皇后,上映3天,1.11亿,4344.48万,24.7%,91385,19.5%,12.1,8.3%
2025-05-02,猎金·游戏,上映2天,6481.4万,2954.00万,16.8%,65500,13.9%,11.3,8.9%
2025-05-02,哪吒之魔童闹海,上映94天,153.35亿,1796.06万,10.2%,29847,6.3%,14.2,11.0%
2025-05-02,雷霆特攻队*,上映3天,5193.2万,1707.99万,9.7%,50431,10.7%,7.8,5.3%
2025-05-02,幽灵公主,上映2天,3338.1万,1577.89万,9.0%,39511,8.4%,10.2,8.7%
2025-05-02,人生开门红,上映2天,4100.8万,1479.89万,8.4%,48815,10.4%,7.7,6.9%
2025-05-02,苍茫的天涯是我的爱,上映2天,3097.1万,1319.87万,7.5%,47033,10.0%,7.3,6.9%
2025-05-02,大风杀,上映2天,1511.2万,618.41万,3.5%,20832,4.4%,8.5,8.8%
2025-05-02,海底小纵队：海啸大危机,上映2天,1151.4万,480.84万,2.7%,22981,4.9%,6.1,6.1%
2025-05-02,我的世界大电影,上映29天,1.93亿,440.47万,2.5%,12298,2.6%,9.2,8.8%
2025-05-02,开心超人之逆世营救,上映2天,582.5万,224.80万,1.2%,13547,2.8%,4.9,4.8%
2025-05-02,孤独摇滚（上）,上映8天,1539.6万,189.72万,1.0%,4760,1.0%,10.5,10.3%
2025-05-02,独一无二,点映,300.3万,95.09万,0.5%,5549,1.1%,4.6,5.9%
2025-05-02,九龙城寨之围城,,6.85亿,48.56万,0.2%,5775,1.2%,2.5,2.9%
2025-05-02,向阳·花,上映29天,2.28亿,46.24万,0.2%,3207,0.6%,4.5,4.8%
2025-05-02,熊出没·重启未来,上映94天,8.16亿,45.32万,0.2%,1515,0.3%,7.6,8.2%
2025-05-02,机动战士高达：跨时之战,上映29天,2025.9万,22.21万,0.1%,237,<0.1%,19.3,17.2%
2025-05-02,唐探1900,上映94天,36.06亿,17.62万,0.1%,432,<0.1%,7.2,8.2%
2025-05-02,不说话的爱,上映30天,1.42亿,16.12万,<0.1%,440,<0.1%,9.1,11.0%
2025-05-02,2025年上海“缪斯的多重曝光：德菲因·塞里格逝世35周年法国影展,上映8天,38.7万,10.77万,<0.1%,3,<0.1%,462.3,--
2025-05-02,热烈,,9.33亿,10.20万,<0.1%,94,<0.1%,42.9,43.8%
2025-05-02,孤独的美食家 剧场版,上映15天,744.0万,9.90万,<0.1%,176,<0.1%,12.4,14.1%
2025-05-02,有病才会喜欢你,上映14天,2246.7万,9.43万,<0.1%,430,<0.1%,6.2,7.3%
2025-05-02,猫猫的奇幻漂流,上映64天,2802.2万,4.44万,<0.1%,140,<0.1%,7.8,8.7%
2025-05-02,破·地狱：感恩特别版,上映29天,143.7万,4.30万,<0.1%,245,<0.1%,4.2,4.3%
2025-05-02,射雕英雄传：侠之大者,上映94天,6.87亿,3.68万,<0.1%,48,<0.1%,11.1,12.5%
2025-05-02,猎狐·行动,上映29天,8733.9万,3.34万,<0.1%,484,0.1%,2.1,2.3%
2025-05-02,封神第二部：战火西岐,上映94天,12.36亿,2.72万,<0.1%,4,<0.1%,54.3,--
2025-05-02,折翼的天使,上映36天,85.2万,2.55万,<0.1%,17,<0.1%,47.7,29.0%
2025-05-02,熊孩子·探险熊兵,展映,8.4万,2.42万,<0.1%,1011,0.2%,0.7,0.8%
2025-05-02,钢琴搬来搬去,上映7天,15.6万,2.25万,<0.1%,13,<0.1%,58.5,60.6%
2025-05-02,夜半凶宅,上映50天,375.1万,2.11万,<0.1%,350,<0.1%,2.0,2.3%
2025-05-02,谍网追凶,上映22天,623.9万,1.84万,<0.1%,29,<0.1%,16.0,16.7%
2025-05-02,速度与激情7,,24.42亿,1.66万,<0.1%,93,<0.1%,4.5,4.8%
2025-05-02,摇滚诗人:未知的传奇,上映11天,98.3万,1.51万,<0.1%,33,<0.1%,8.5,12.4%
2025-05-02,还有明天,上映56天,4479.2万,1.23万,<0.1%,44,<0.1%,7.0,8.6%
2025-05-02,海绵宝宝：皮老板大电影,上映56天,1241.6万,1.01万,<0.1%,107,<0.1%,2.7,3.6%
2025-05-02,荒蛮故事,上映22天,285.6万,1.01万,<0.1%,44,<0.1%,5.7,7.1%
2025-05-02,蛟龙行动,上映94天,3.93亿,0.75万,<0.1%,4,<0.1%,28.3,--
2025-05-02,雄狮少年,,2.49亿,0.66万,<0.1%,12,<0.1%,15.3,16.2%
2025-05-02,超级的我,,1237.6万,0.60万,<0.1%,8,<0.1%,19.6,--
2025-05-02,此心安处,上映22天,521.7万,0.59万,<0.1%,56,<0.1%,2.7,3.9%
2025-05-02,黎明的一切,上映15天,154.6万,0.51万,<0.1%,19,<0.1%,6.7,8.4%
2025-05-02,触碰你,上映14天,458.5万,0.28万,<0.1%,48,<0.1%,1.6,2.0%
2025-05-02,乐一通大电影：地球爆炸之日,上映15天,166.4万,0.26万,<0.1%,77,<0.1%,1.0,1.0%
2025-05-02,不完美逃脱,上映30天,141.8万,0.24万,<0.1%,5,<0.1%,16.0,15.0%
2025-05-02,制暴：无限杀机,上映36天,4451.8万,0.21万,<0.1%,34,<0.1%,1.6,3.3%
2025-05-02,火之鸟 伊甸之花,上映15天,85.8万,0.20万,<0.1%,19,<0.1%,2.7,4.6%
2025-05-02,东四十条,上映25天,56.7万,0.13万,<0.1%,5,<0.1%,5.6,16.0%
2025-05-02,疾速追杀4,上映50天,4486.8万,0.11万,<0.1%,12,<0.1%,2.3,3.1%
2025-05-02,午时三刻,上映29天,9.8万,0.09万,<0.1%,32,<0.1%,0.8,0.9%
2025-05-02,怒水西流,上映42天,4845.7万,0.05万,<0.1%,37,<0.1%,0.5,0.7%
2025-05-02,荣耀,上映7天,30.5万,0.03万,<0.1%,86,<0.1%,0.2,1.2%
2025-05-02,多幸运遇见你,上映57天,1930.4万,0.02万,<0.1%,6,<0.1%,1.3,1.7%
2025-05-02,极限守护,,43.3万,0.02万,<0.1%,1,<0.1%,4.0,2.4%
2025-05-02,诡才之道,上映70天,4033.2万,0.02万,<0.1%,6,<0.1%,1.0,1.5%
2025-05-02,阳光照耀青春里,上映29天,600.8万,0.02万,<0.1%,11,<0.1%,0.6,0.7%
2025-05-02,好东西,,7.21亿,0.02万,<0.1%,1,<0.1%,7.0,--
2025-05-02,孤独摇滚(下),点映,172,0.01万,<0.1%,3,<0.1%,1.3,--
2025-05-02,穷养攻略,上映14天,30.9万,0.01万,<0.1%,6,<0.1%,0.5,1.5%
2025-05-02,歪打正好,上映50天,1.5万,0.01万,<0.1%,2,<0.1%,1.0,2.6%
2025-05-02,天堂旅行团,上映56天,6598.8万,0.00万,<0.1%,6,<0.1%,0.3,0.6%
2025-05-02,久别·重逢,上映49天,106.1万,0.00万,<0.1%,1,<0.1%,1.0,3.3%
2025-05-02,命中罪爱,上映21天,127.3万,0.00万,<0.1%,10,<0.1%,0.1,0.1%
2025-05-02,攀枝花红了,上映38天,8.4万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,周末狂飙,上映36天,33.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,白雪公主,上映43天,931.9万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-02,下一个台风,展映,8.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,编号17,上映57天,1620.0万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,再见，也许不再见,上映35天,16.8万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,想飞的女孩,上映56天,1697.3万,0万,<0.1%,12,<0.1%,0.0,8.4%
2025-05-02,雅丹卫士,,展映,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,钻石照耀钟鼓楼,上映14天,1.8万,0万,<0.1%,2,<0.1%,0.0,0.7%
2025-05-02,我料青山应如是,上映15天,6532,0万,<0.1%,7,<0.1%,0.0,0.1%
2025-05-02,援藏日记,上映44天,198.2万,0万,<0.1%,3,<0.1%,0.0,--
2025-05-02,开心超人,,3545.0万,0万,<0.1%,4,<0.1%,0.0,--
2025-05-02,您的声音,上映74天,7718.8万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-02,火锅艺术家,,5910.3万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,浴血困牛山,,80.2万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-02,真爱找麻烦！,,454.6万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-02,攻壳机动队,点映,60,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,打铁花行动,上映54天,219.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,寻秘自然：时间的形状,,38.8万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-02,我会好好的,上映42天,2491.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-02,地球脉动：极境生存,,626.1万,0万,<0.1%,7,<0.1%,0.0,1.4%
2025-05-03,水饺皇后,上映4天,1.51亿,4075.07万,26.2%,92822,20.2%,11.2,7.6%
2025-05-03,猎金·游戏,上映3天,9214.1万,2732.69万,17.5%,65702,14.3%,10.5,8.2%
2025-05-03,哪吒之魔童闹海,上映95天,153.51亿,1572.01万,10.1%,36137,7.8%,10.3,7.7%
2025-05-03,幽灵公主,上映3天,4790.7万,1452.55万,9.3%,40335,8.8%,9.2,7.9%
2025-05-03,雷霆特攻队*,上映4天,6473.9万,1280.70万,8.2%,37145,8.1%,7.9,5.1%
2025-05-03,人生开门红,上映3天,5367.3万,1266.47万,8.1%,46412,10.1%,6.9,6.4%
2025-05-03,苍茫的天涯是我的爱,上映3天,4222.5万,1125.43万,7.2%,47605,10.3%,6.1,5.9%
2025-05-03,大风杀,上映3天,2130.6万,619.48万,3.9%,22139,4.8%,8.0,8.2%
2025-05-03,海底小纵队：海啸大危机,上映3天,1541.5万,390.04万,2.5%,21812,4.7%,5.3,5.3%
2025-05-03,我的世界大电影,上映30天,1.97亿,354.12万,2.2%,12048,2.6%,7.7,7.0%
2025-05-03,开心超人之逆世营救,上映3天,754.2万,171.71万,1.1%,11805,2.5%,4.3,4.3%
2025-05-03,孤独摇滚（上）,上映9天,1674.5万,134.92万,0.8%,5363,1.1%,6.6,6.3%
2025-05-03,独一无二,点映,376.2万,75.85万,0.4%,4708,1.0%,4.3,5.1%
2025-05-03,熊出没·重启未来,上映95天,8.17亿,58.36万,0.3%,1924,0.4%,7.2,7.4%
2025-05-03,唐探1900,上映95天,36.07亿,29.65万,0.1%,494,0.1%,8.9,16.5%
2025-05-03,九龙城寨之围城,,6.85亿,28.56万,0.1%,4931,1.0%,1.7,2.0%
2025-05-03,热烈,,9.33亿,24.21万,0.1%,169,<0.1%,60.1,52.9%
2025-05-03,机动战士高达：跨时之战,上映30天,2049.6万,23.72万,0.1%,300,<0.1%,16.2,15.7%
2025-05-03,向阳·花,上映30天,2.29亿,21.93万,0.1%,1872,0.4%,3.8,4.0%
2025-05-03,不说话的爱,上映31天,1.43亿,17.01万,0.1%,489,0.1%,8.7,10.1%
2025-05-03,2025年上海“缪斯的多重曝光：德菲因·塞里格逝世35周年法国影展,上映9天,50.4万,11.74万,<0.1%,2,<0.1%,746.0,--
2025-05-03,孤独的美食家 剧场版,上映16天,754.0万,9.99万,<0.1%,262,<0.1%,8.5,9.5%
2025-05-03,射雕英雄传：侠之大者,上映95天,6.87亿,9.88万,<0.1%,64,<0.1%,21.6,36.6%
2025-05-03,有病才会喜欢你,上映15天,2255.4万,8.65万,<0.1%,517,0.1%,4.7,5.6%
2025-05-03,封神第二部：战火西岐,上映95天,12.36亿,7.79万,<0.1%,6,<0.1%,88.0,--
2025-05-03,猫猫的奇幻漂流,上映65天,2806.7万,4.51万,<0.1%,172,<0.1%,6.7,7.5%
2025-05-03,破·地狱：感恩特别版,上映30天,146.8万,3.19万,<0.1%,244,<0.1%,3.1,3.4%
2025-05-03,夜半凶宅,上映51天,377.5万,2.44万,<0.1%,337,<0.1%,2.4,2.6%
2025-05-03,钢琴搬来搬去,上映8天,17.8万,2.19万,<0.1%,12,<0.1%,61.5,48.3%
2025-05-03,我仍在此,点映,2.1万,2.16万,<0.1%,50,<0.1%,8.8,9.9%
2025-05-03,猎狐·行动,上映30天,8735.9万,2.03万,<0.1%,488,0.1%,1.2,1.2%
2025-05-03,速度与激情7,,24.42亿,1.77万,<0.1%,111,<0.1%,4.0,4.3%
2025-05-03,折翼的天使,上映37天,86.7万,1.51万,<0.1%,15,<0.1%,28.5,17.7%
2025-05-03,熊孩子·探险熊兵,展映,9.9万,1.50万,<0.1%,818,0.1%,0.6,0.6%
2025-05-03,摇滚诗人:未知的传奇,上映12天,99.7万,1.40万,<0.1%,36,<0.1%,7.1,11.3%
2025-05-03,还有明天,上映57天,4480.3万,1.12万,<0.1%,53,<0.1%,5.2,6.4%
2025-05-03,荒蛮故事,上映23天,286.6万,0.99万,<0.1%,53,<0.1%,4.3,5.0%
2025-05-03,荣耀,上映8天,31.5万,0.94万,<0.1%,75,<0.1%,4.2,19.7%
2025-05-03,海绵宝宝：皮老板大电影,上映57天,1242.5万,0.94万,<0.1%,105,<0.1%,2.6,2.8%
2025-05-03,蛟龙行动,上映95天,3.93亿,0.85万,<0.1%,2,<0.1%,29.0,--
2025-05-03,超级的我,,1238.3万,0.66万,<0.1%,8,<0.1%,21.5,--
2025-05-03,谍网追凶,上映23天,624.5万,0.61万,<0.1%,31,<0.1%,3.5,3.6%
2025-05-03,黎明的一切,上映16天,155.2万,0.61万,<0.1%,24,<0.1%,5.7,6.8%
2025-05-03,此心安处,上映23天,522.3万,0.60万,<0.1%,60,<0.1%,2.4,3.7%
2025-05-03,寻秘自然：时间的形状,,39.4万,0.59万,<0.1%,2,<0.1%,85.0,--
2025-05-03,雄狮少年,,2.49亿,0.55万,<0.1%,7,<0.1%,21.7,15.4%
2025-05-03,康熙与路易十四,,271.8万,0.47万,<0.1%,2,<0.1%,58.5,83.5%
2025-05-03,触碰你,上映15天,458.9万,0.40万,<0.1%,60,<0.1%,1.8,2.0%
2025-05-03,乐一通大电影：地球爆炸之日,上映16天,166.8万,0.39万,<0.1%,78,<0.1%,1.4,1.4%
2025-05-03,寻秘自然：地球往事,,153.0万,0.26万,<0.1%,1,<0.1%,77.0,100.0%
2025-05-03,堡垒,,600.6万,0.21万,<0.1%,15,<0.1%,5.6,6.8%
2025-05-03,制暴：无限杀机,上映37天,4452.0万,0.16万,<0.1%,32,<0.1%,1.3,2.4%
2025-05-03,不完美逃脱,上映31天,141.9万,0.12万,<0.1%,2,<0.1%,20.0,26.7%
2025-05-03,火之鸟 伊甸之花,上映16天,85.9万,0.11万,<0.1%,20,<0.1%,1.7,2.9%
2025-05-03,东四十条,上映26天,56.8万,0.08万,<0.1%,8,<0.1%,2.1,2.5%
2025-05-03,午时三刻,上映30天,9.9万,0.07万,<0.1%,28,<0.1%,0.6,0.8%
2025-05-03,疾速追杀4,上映51天,4486.9万,0.07万,<0.1%,9,<0.1%,2.2,2.7%
2025-05-03,阳光照耀青春里,上映30天,600.8万,0.05万,<0.1%,13,<0.1%,1.2,1.7%
2025-05-03,怒水西流,上映43天,4845.8万,0.04万,<0.1%,28,<0.1%,0.5,0.5%
2025-05-03,穷养攻略,上映15天,31.0万,0.03万,<0.1%,7,<0.1%,1.6,5.8%
2025-05-03,我，就是风!,,1329.7万,0.03万,<0.1%,1,<0.1%,15.0,--
2025-05-03,地球脉动：极境生存,,626.1万,0.02万,<0.1%,4,<0.1%,3.0,35.2%
2025-05-03,极限守护,,43.3万,0.02万,<0.1%,9,<0.1%,0.4,3.6%
2025-05-03,潮,上映54天,107.9万,0.02万,<0.1%,1,<0.1%,7.0,12.2%
2025-05-03,天堂旅行团,上映57天,6598.8万,0.01万,<0.1%,11,<0.1%,0.4,0.7%
2025-05-03,诡才之道,上映71天,4033.2万,0.01万,<0.1%,11,<0.1%,0.3,1.0%
2025-05-03,吉庆街火,上映95天,2.1万,0.01万,<0.1%,1,<0.1%,5.0,--
2025-05-03,特别的你,上映32天,66.8万,0.01万,<0.1%,5,<0.1%,1.0,1.8%
2025-05-03,命中罪爱,上映22天,127.3万,0.01万,<0.1%,13,<0.1%,0.2,1.1%
2025-05-03,开心超人,,3545.0万,0.00万,<0.1%,3,<0.1%,0.3,0.2%
2025-05-03,多幸运遇见你,上映58天,1930.4万,0.00万,<0.1%,7,<0.1%,0.1,0.2%
2025-05-03,攀枝花红了,上映39天,8.4万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,周末狂飙,上映37天,33.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,白雪公主,上映44天,931.9万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-03,下一个台风,展映,8.2万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-03,想飞的女孩,上映57天,1697.3万,0万,<0.1%,3,<0.1%,0.0,16.6%
2025-05-03,雅丹卫士,,展映,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,钻石照耀钟鼓楼,上映15天,1.8万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,我料青山应如是,上映16天,6532,0万,<0.1%,7,<0.1%,0.0,16.8%
2025-05-03,援藏日记,上映45天,198.2万,0万,<0.1%,4,<0.1%,0.0,--
2025-05-03,您的声音,上映75天,7718.8万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-03,孤独摇滚(下),点映,172,0万,<0.1%,2,<0.1%,0.0,--
2025-05-03,浴血困牛山,,80.2万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-03,穿越时空的呼唤,展映,128,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,真爱找麻烦！,,454.6万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-03,戏,,100.0万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,攻壳机动队,点映,60,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,打铁花行动,上映55天,219.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,海洋奇缘2,,1.11亿,0万,<0.1%,1,<0.1%,0.0,--
2025-05-03,我会好好的,上映43天,2491.2万,0万,<0.1%,2,<0.1%,0.0,--
2025-05-04,水饺皇后,上映5天,1.90亿,3904.07万,27.4%,100343,21.9%,9.9,6.9%
2025-05-04,猎金·游戏,上映4天,1.18亿,2596.15万,18.2%,72786,15.8%,9.0,7.1%
2025-05-04,幽灵公主,上映4天,6139.1万,1348.40万,9.4%,38654,8.4%,8.9,7.6%
2025-05-04,哪吒之魔童闹海,上映96天,153.64亿,1303.99万,9.1%,36565,7.9%,8.3,6.1%
2025-05-04,人生开门红,上映4天,6498.2万,1130.88万,7.9%,44269,9.6%,6.5,6.0%
2025-05-04,雷霆特攻队*,上映5天,7579.1万,1105.16万,7.7%,34853,7.6%,7.3,4.7%
2025-05-04,苍茫的天涯是我的爱,上映4天,5173.0万,950.41万,6.6%,41939,9.1%,5.9,5.6%
2025-05-04,大风杀,上映4天,2780.6万,649.90万,4.5%,23546,5.1%,7.8,8.0%
2025-05-04,海底小纵队：海啸大危机,上映4天,1896.3万,354.82万,2.4%,20608,4.4%,5.1,5.1%
2025-05-04,我的世界大电影,上映31天,2.00亿,311.34万,2.1%,11109,2.4%,7.4,6.7%
2025-05-04,开心超人之逆世营救,上映4天,910.4万,156.24万,1.0%,11111,2.4%,4.1,4.2%
