日期,影片,上映信息,总票房,当日综合票房,票房占比,排片场次,排片占比,场均人次,上座率
2025-04-03,熊出没·重启未来,上映65天,8.04亿,15.54万,0.4%,4479,1.2%,0.9,0.9%
2025-04-03,射雕英雄传：侠之大者,上映65天,6.78亿,11.64万,0.3%,1829,0.5%,1.5,1.4%
2025-04-03,机动战士高达：跨时之战,点映,22.4万,11.12万,0.3%,18,<0.1%,152.2,97.9%
2025-04-03,夜半凶宅,上映21天,321.8万,8.68万,0.2%,1910,0.5%,1.4,1.6%
2025-04-03,援藏日记,上映15天,186.2万,7.97万,0.2%,1938,0.5%,1.1,1.1%
2025-04-03,不完美逃脱,上映首日,7.8万,7.47万,0.2%,1530,0.4%,1.4,1.5%
2025-04-03,白雪公主,上映14天,911.5万,7.21万,0.1%,3300,0.9%,0.5,0.5%
2025-04-03,折翼的天使,上映7天,24.6万,5.27万,0.1%,49,<0.1%,29.0,19.7%
2025-04-03,音乐课,,46.7万,5.24万,0.1%,12,<0.1%,145.6,99.5%
2025-04-03,海绵宝宝：皮老板大电影,上映27天,1167.0万,4.50万,0.1%,2564,0.7%,0.5,0.5%
2025-04-03,打铁花行动,上映25天,129.5万,4.32万,0.1%,36,<0.1%,31.5,20.7%
2025-04-03,您的声音,上映45天,7692.2万,4.27万,0.1%,112,<0.1%,8.9,11.1%
2025-04-03,编号17,上映28天,1616.1万,3.86万,0.1%,798,0.2%,0.9,0.8%
2025-04-03,真爱营业,上映20天,1004.2万,3.69万,0.1%,1766,0.4%,0.6,0.7%
2025-04-03,诡才之道,上映41天,4020.0万,3.23万,<0.1%,807,0.2%,1.0,1.1%
2025-04-03,花样年华,上映49天,6144.9万,2.68万,<0.1%,512,0.1%,1.2,1.4%
2025-04-03,多幸运遇见你,上映28天,1926.1万,2.22万,<0.1%,1422,0.3%,0.4,0.5%
2025-04-03,特别的你,上映2天,50.7万,1.85万,<0.1%,45,<0.1%,18.9,36.7%
2025-04-03,潮,上映24天,90.8万,1.77万,<0.1%,90,<0.1%,6.0,7.0%
2025-04-03,单声,,216.4万,1.34万,<0.1%,16,<0.1%,40.5,58.4%
2025-04-03,周末狂飙,上映7天,32.9万,1.31万,<0.1%,1317,0.3%,0.3,0.2%
2025-04-03,椰林深处,,28.4万,0.96万,<0.1%,5,<0.1%,76.8,51.6%
2025-04-03,想飞的女孩,上映27天,1695.7万,0.95万,<0.1%,972,0.2%,0.3,0.3%
2025-04-03,平原上的火焰,上映27天,1895.0万,0.68万,<0.1%,1375,0.3%,0.1,0.1%
2025-04-03,浴血困牛山,,65.4万,0.50万,<0.1%,8,<0.1%,19.6,29.4%
2025-04-03,再见，也许不再见,上映6天,15.1万,0.44万,<0.1%,270,<0.1%,0.5,0.5%
2025-04-03,攀枝花红了,上映9天,3.5万,0.44万,<0.1%,13,<0.1%,13.1,22.4%
2025-04-03,大突围,,1286.2万,0.42万,<0.1%,6,<0.1%,18.3,19.8%
2025-04-03,你的颜色,上映42天,1730.1万,0.42万,<0.1%,152,<0.1%,0.7,0.8%
2025-04-03,唤醒者,,525.3万,0.38万,<0.1%,4,<0.1%,31.3,78.0%
2025-04-03,追幸福的人,上映10天,41.4万,0.35万,<0.1%,532,0.1%,0.2,0.2%
2025-04-03,美国队长4,上映49天,1.04亿,0.34万,<0.1%,148,<0.1%,0.5,0.5%
2025-04-03,完美的日子,,332.2万,0.28万,<0.1%,16,<0.1%,4.3,6.0%
2025-04-03,边海,上映49天,71.8万,0.27万,<0.1%,10,<0.1%,9.2,6.9%
2025-04-03,去唱卡拉OK吧！,上映77天,441.1万,0.21万,<0.1%,16,<0.1%,3.0,3.1%
2025-04-03,伟大征程,,1032.8万,0.20万,<0.1%,1,<0.1%,46.0,--
2025-04-03,插翅难飞,上映28天,128.0万,0.19万,<0.1%,118,<0.1%,0.4,0.4%
2025-04-03,非标准恋爱,上映21天,178.8万,0.18万,<0.1%,319,<0.1%,0.2,0.2%
2025-04-03,加拉帕戈斯：自然的仙境,展映,102.9万,0.16万,<0.1%,1,<0.1%,38.0,11.7%
2025-04-03,久别·重逢,上映20天,105.2万,0.15万,<0.1%,153,<0.1%,0.3,0.3%
2025-04-03,致命抉择,上映35天,182.9万,0.15万,<0.1%,40,<0.1%,1.1,1.3%
2025-04-03,踢出个未来,,148.8万,0.12万,<0.1%,1,<0.1%,50.0,40.9%
2025-04-03,云上法官,上映29天,1580,0.10万,<0.1%,1,<0.1%,50.0,--
2025-04-03,康熙与路易十四,,264.7万,0.09万,<0.1%,3,<0.1%,7.3,9.7%
2025-04-03,东四十条,点映,13.2万,0.08万,<0.1%,2,<0.1%,13.5,57.4%
2025-04-03,北极荒原,展映,199.3万,0.06万,<0.1%,1,<0.1%,16.0,5.0%
2025-04-03,苍山,上映31天,67.2万,0.06万,<0.1%,17,<0.1%,0.9,1.7%
2025-04-03,我，就是风!,,1326.6万,0.06万,<0.1%,2,<0.1%,15.0,19.0%
2025-04-03,武替道,上映21天,8.5万,0.05万,<0.1%,20,<0.1%,0.6,0.9%
2025-04-03,好东西,,7.21亿,0.04万,<0.1%,8,<0.1%,2.4,15.5%
2025-04-03,碟仙玩偶,上映84天,376.5万,0.04万,<0.1%,11,<0.1%,1.3,1.4%
2025-04-03,歪打正好,上映21天,1.3万,0.03万,<0.1%,12,<0.1%,0.7,1.6%
2025-04-03,封神第二部：战火西岐,上映65天,12.25亿,0.03万,<0.1%,91,<0.1%,<0.1,0.3%
2025-04-03,情满木兰,上映38天,7.4万,0.02万,<0.1%,1,<0.1%,9.0,--
2025-04-03,海绵宝宝：拯救比奇堡,,3235.0万,0.02万,<0.1%,10,<0.1%,0.6,0.5%
2025-04-03,超级的我,,1234.8万,0.01万,<0.1%,8,<0.1%,0.9,--
2025-04-03,左滩·芳菲年华,上映17天,1.6万,0.01万,<0.1%,4,<0.1%,1.3,1.6%
2025-04-03,午时三刻,零点场,1.3万,0.01万,<0.1%,9,<0.1%,0.4,0.8%
2025-04-03,阿爸的刀,上映84天,4.0万,0.00万,<0.1%,1,<0.1%,2.0,3.6%
2025-04-03,爱情神话,,2.60亿,0.00万,<0.1%,1,<0.1%,2.0,2.5%
2025-04-03,下一个台风,展映,8.1万,0.00万,<0.1%,3,<0.1%,0.0,--
2025-04-03,谁是大英雄,上映20天,7865,0.00万,<0.1%,2,<0.1%,0.5,--
2025-04-03,阴阳师0,上映35天,277.7万,0.00万,<0.1%,16,<0.1%,<0.1,0.0%
2025-04-03,志愿军：存亡之战,,12.06亿,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,潜艇总动员：环游地球80天,,5263.0万,0万,<0.1%,1,<0.1%,0.0,2.4%
2025-04-03,阳光照耀青春里,点映,10.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,初步举证,上映35天,3538.3万,0万,<0.1%,14,<0.1%,0.0,--
2025-04-03,无毒岛I,展映,612,0万,<0.1%,3,<0.1%,0.0,--
2025-04-03,过春天,,1023.4万,0万,<0.1%,2,<0.1%,0.0,--
2025-04-03,我的世界大电影,点映,17.1万,0万,<0.1%,10,<0.1%,0.0,--
2025-04-03,陪你在全世界长大,,131.3万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,目中无人：以眼还眼,展映,1.6万,0万,<0.1%,5,<0.1%,0.0,--
2025-04-03,猎狐·行动,,点映,0万,<0.1%,9,<0.1%,0.0,--
2025-04-03,直播惊魂夜,上映94天,82.2万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,多想和你再见一面,,252.7万,0万,<0.1%,4,<0.1%,0.0,--
2025-04-03,向阳·花,,点映,0万,<0.1%,11,<0.1%,0.0,--
2025-04-03,火锅艺术家,上映91天,5910.3万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,再见，在也不见,,1145.9万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,蛟龙行动,上映65天,3.90亿,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,冰雪奇缘2,,8.60亿,0万,<0.1%,3,<0.1%,0.0,--
2025-04-03,插翅难飞,展映,733,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,灶王传,上映69天,1043.8万,0万,<0.1%,10,<0.1%,0.0,--
2025-04-03,小小的我,上映98天,7.65亿,0万,<0.1%,11,<0.1%,0.0,--
2025-04-03,欢乐好声音,,2.15亿,0万,<0.1%,3,<0.1%,0.0,--
2025-04-03,快乐的童年时光,上映17天,2298,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,雅丹卫士,,展映,0万,<0.1%,8,<0.1%,0.0,--
2025-04-03,万山的女儿,上映92天,1.3万,0万,<0.1%,2,<0.1%,0.0,--
2025-04-03,你是我的英雄,,1153.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,天龙押运,,51.8万,0万,<0.1%,2,<0.1%,0.0,--
2025-04-03,戏,,100.0万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,倩女幽魂,,1.40亿,0万,<0.1%,8,<0.1%,0.0,--
2025-04-03,速度与激情7,,24.23亿,0万,<0.1%,3,<0.1%,0.0,--
2025-04-03,蓦然回首,,5389.3万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,出走的决心,,1.24亿,0万,<0.1%,2,<0.1%,0.0,--
2025-04-03,天马星空,上映41天,3.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,我是护旗手,,16.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-04-03,倩女幽魂：人间情,展映,1165,0万,<0.1%,7,<0.1%,0.0,--
2025-04-04,我的世界大电影,上映首日,4751.0万,4733.90万,29.8%,90788,18.3%,13.0,10.3%
2025-04-04,向阳·花,上映首日,3279.1万,3279.12万,20.6%,124014,25.0%,6.7,4.8%
2025-04-04,哪吒之魔童闹海,上映66天,151.22亿,2834.19万,17.8%,43172,8.7%,15.3,11.1%
2025-04-04,不说话的爱,上映2天,4150.0万,2296.33万,14.4%,101394,20.5%,5.5,4.7%
2025-04-04,猎狐·行动,上映首日,963.5万,963.50万,6.0%,40439,8.1%,5.9,6.0%
2025-04-04,机动战士高达：跨时之战,上映首日,729.6万,707.16万,4.4%,27241,5.5%,6.2,6.1%
2025-04-04,热烈,,9.20亿,386.24万,2.4%,7540,1.5%,11.7,12.1%
2025-04-04,阳光照耀青春里,上映首日,267.9万,257.42万,1.6%,40751,8.2%,1.6,1.7%
2025-04-04,制暴：无限杀机,上映8天,3700.5万,108.71万,0.6%,3960,0.8%,6.5,6.7%
2025-04-04,唐探1900,上映66天,35.70亿,84.78万,0.5%,2262,0.4%,9.0,10.6%
2025-04-04,熊出没·重启未来,上映66天,8.04亿,71.35万,0.4%,2886,0.5%,6.3,7.3%
2025-04-04,猫猫的奇幻漂流,上映36天,2601.1万,27.65万,0.1%,564,0.1%,11.3,11.6%
2025-04-04,破·地狱：感恩特别版,上映首日,24.7万,21.83万,0.1%,132,<0.1%,35.6,35.6%
2025-04-04,怒水西流,上映14天,4706.4万,19.89万,0.1%,1966,0.3%,3.3,3.8%
2025-04-04,还有明天,上映28天,4281.7万,13.07万,<0.1%,292,<0.1%,10.6,12.7%
2025-04-04,倩女幽魂,,2178.1万,10.73万,<0.1%,649,0.1%,4.4,4.7%
2025-04-04,海绵宝宝：皮老板大电影,上映28天,1177.4万,10.43万,<0.1%,1001,0.2%,2.9,3.2%
2025-04-04,折翼的天使,上映8天,32.2万,7.68万,<0.1%,38,<0.1%,50.7,28.7%
2025-04-04,射雕英雄传：侠之大者,上映66天,6.78亿,6.97万,<0.1%,107,<0.1%,12.6,12.6%
2025-04-04,疾速追杀4,上映22天,4448.0万,5.58万,<0.1%,183,<0.1%,6.9,7.5%
2025-04-04,天堂旅行团,上映28天,6569.3万,4.35万,<0.1%,319,<0.1%,4.4,5.7%
2025-04-04,夜半凶宅,上映22天,326.1万,4.31万,<0.1%,410,<0.1%,3.4,4.1%
2025-04-04,我会好好的,上映14天,2467.2万,3.27万,<0.1%,329,<0.1%,2.8,4.5%
2025-04-04,白雪公主,上映15天,914.7万,3.19万,<0.1%,220,<0.1%,3.8,4.2%
2025-04-04,打铁花行动,上映26天,132.1万,2.66万,<0.1%,19,<0.1%,37.2,32.9%
2025-04-04,美国队长4,上映50天,1.04亿,2.34万,<0.1%,31,<0.1%,19.2,1.8%
2025-04-04,不完美逃脱,上映2天,9.7万,1.90万,<0.1%,279,<0.1%,2.0,2.3%
2025-04-04,编号17,上映29天,1617.2万,1.05万,<0.1%,74,<0.1%,3.1,2.8%
2025-04-04,诡才之道,上映42天,4020.9万,0.84万,<0.1%,48,<0.1%,4.4,5.6%
2025-04-04,花样年华,上映50天,6145.7万,0.73万,<0.1%,50,<0.1%,3.7,5.1%
2025-04-04,午时三刻,上映首日,1.7万,0.41万,<0.1%,259,<0.1%,0.6,0.7%
2025-04-04,多幸运遇见你,上映29天,1926.4万,0.32万,<0.1%,118,<0.1%,0.8,1.2%
2025-04-04,想飞的女孩,上映28天,1696.0万,0.31万,<0.1%,103,<0.1%,0.9,1.1%
2025-04-04,特别的你,上映3天,51.0万,0.31万,<0.1%,10,<0.1%,6.9,35.5%
2025-04-04,完美的日子,,332.5万,0.28万,<0.1%,7,<0.1%,9.9,12.6%
2025-04-04,潮,上映25天,91.0万,0.26万,<0.1%,5,<0.1%,17.0,28.4%
2025-04-04,你的颜色,上映43天,1730.4万,0.25万,<0.1%,14,<0.1%,4.1,7.2%
2025-04-04,平原上的火焰,上映28天,1895.2万,0.23万,<0.1%,132,<0.1%,0.6,0.5%
2025-04-04,超级的我,,1235.0万,0.21万,<0.1%,8,<0.1%,7.0,--
2025-04-04,真爱营业,上映21天,1004.4万,0.20万,<0.1%,59,<0.1%,1.0,1.3%
2025-04-04,您的声音,上映46天,7692.4万,0.20万,<0.1%,17,<0.1%,2.9,3.5%
2025-04-04,寻秘自然：时间的形状,,35.1万,0.18万,<0.1%,1,<0.1%,74.0,76.6%
2025-04-04,浴血困牛山,,65.5万,0.18万,<0.1%,1,<0.1%,72.0,--
2025-04-04,下一个台风,展映,8.2万,0.13万,<0.1%,1959,0.3%,0.0,0.0%
2025-04-04,无毒岛I,展映,1905,0.12万,<0.1%,1,<0.1%,36.0,--
2025-04-04,去唱卡拉OK吧！,上映78天,441.3万,0.11万,<0.1%,5,<0.1%,5.6,6.1%
2025-04-04,致命抉择,上映36天,183.0万,0.09万,<0.1%,6,<0.1%,4.5,5.5%
2025-04-04,久别·重逢,上映21天,105.3万,0.06万,<0.1%,13,<0.1%,1.7,1.9%
2025-04-04,康熙与路易十四,,264.8万,0.06万,<0.1%,1,<0.1%,15.0,8.6%
2025-04-04,非标准恋爱,上映22天,178.8万,0.05万,<0.1%,25,<0.1%,0.6,2.0%
2025-04-04,插翅难飞,上映29天,128.1万,0.04万,<0.1%,30,<0.1%,0.5,0.7%
2025-04-04,向阳花开,,8406,0.03万,<0.1%,28,<0.1%,0.4,1.4%
2025-04-04,边海,上映50天,71.8万,0.03万,<0.1%,2,<0.1%,5.5,--
2025-04-04,周末狂飙,上映8天,32.9万,0.03万,<0.1%,27,<0.1%,0.3,0.4%
2025-04-04,碟仙玩偶,上映85天,376.5万,0.02万,<0.1%,3,<0.1%,3.3,7.6%
2025-04-04,冰雪奇缘2,,8.60亿,0.02万,<0.1%,3,<0.1%,4.0,3.4%
2025-04-04,海绵宝宝：拯救比奇堡,,3235.0万,0.02万,<0.1%,7,<0.1%,1.1,1.8%
2025-04-04,再见，也许不再见,上映7天,15.2万,0.02万,<0.1%,10,<0.1%,0.7,1.5%
2025-04-04,追幸福的人,上映11天,41.4万,0.02万,<0.1%,25,<0.1%,0.2,0.5%
2025-04-04,里斯本丸沉没,,4738.8万,0.02万,<0.1%,1,<0.1%,4.0,12.7%
2025-04-04,援藏日记,上映16天,186.2万,0.01万,<0.1%,162,<0.1%,<0.1,0.0%
2025-04-04,封神第二部：战火西岐,上映66天,12.25亿,0.01万,<0.1%,11,<0.1%,0.3,3.3%
2025-04-04,小小的我,上映99天,7.65亿,0.01万,<0.1%,7,<0.1%,0.6,0.8%
2025-04-04,灶王传,上映70天,1043.9万,0.01万,<0.1%,12,<0.1%,0.3,0.2%
2025-04-04,阴阳师0,上映36天,277.7万,0.01万,<0.1%,4,<0.1%,0.8,2.3%
