日期,影片,上映信息,总票房,当日综合票房,票房占比,排片场次,排片占比,场均人次,上座率
2025-01-01,误杀3,上映5天,4.01亿,10241.55万,33.4%,126178,26.3%,19.2,13.2%
2025-01-01,小小的我,上映6天,4.64亿,9339.40万,30.5%,119999,25.0%,19.4,13.8%
2025-01-01,“骗骗”喜欢你,上映2天,1.44亿,4317.22万,14.1%,76163,15.8%,13.5,13.6%
2025-01-01,帕丁顿熊3：秘鲁大冒险,上映首日,1726.5万,1710.92万,5.5%,36946,7.7%,12.3,12.7%
2025-01-01,名侦探柯南：迷宫的十字路口,上映6天,8821.6万,1651.07万,5.3%,32655,6.8%,13.2,13.8%
2025-01-01,窗前明月，咣！,上映2天,2909.1万,1081.24万,3.5%,40603,8.4%,6.3,6.8%
2025-01-01,误判,上映6天,2.15亿,713.10万,2.3%,23769,4.9%,7.2,7.8%
2025-01-01,狮子王：木法沙传奇,上映13天,9422.8万,554.42万,1.8%,6098,1.2%,22.0,21.7%
2025-01-01,破·地狱,上映19天,1.84亿,379.75万,1.2%,4674,0.9%,20.7,18.8%
2025-01-01,火锅艺术家,点映,370.3万,175.12万,0.5%,3260,0.6%,13.6,14.5%
2025-01-01,雄狮少年2,上映19天,6907.6万,157.95万,0.5%,1854,0.3%,21.9,22.2%
2025-01-01,好东西,上映41天,7.13亿,93.67万,0.3%,1133,0.2%,18.1,21.2%
2025-01-01,海洋奇缘2,上映34天,1.06亿,75.31万,0.2%,1185,0.2%,15.8,17.5%
2025-01-01,蜡笔小新：我们的恐龙日记,上映40天,1.26亿,15.40万,<0.1%,503,0.1%,8.9,10.6%
2025-01-01,张杰曜北斗巡回演唱会（舞台纪录电影）,上映13天,4620.2万,9.72万,<0.1%,230,<0.1%,10.1,9.3%
2025-01-01,2025年维也纳新年音乐,上映首日,9.3万,9.32万,<0.1%,83,<0.1%,18.8,--
2025-01-01,密室逃脱,上映76天,506.1万,8.73万,<0.1%,22,<0.1%,101.8,--
2025-01-01,直播惊魂夜,上映2天,39.0万,8.24万,<0.1%,1568,0.3%,1.7,1.7%
2025-01-01,因果报应,上映34天,7761.2万,8.08万,<0.1%,116,<0.1%,16.6,22.8%
2025-01-01,魔法坏女巫,上映27天,1468.9万,8.05万,<0.1%,62,<0.1%,20.6,14.3%
2025-01-01,地球脉动：极境生存,,309.0万,7.69万,<0.1%,14,<0.1%,161.3,--
2025-01-01,毒液：最后一舞,上映71天,6.84亿,6.21万,<0.1%,155,<0.1%,10.0,13.3%
2025-01-01,鸳鸯楼·惊魂,上映63天,1.29亿,5.58万,<0.1%,423,<0.1%,4.2,4.7%
2025-01-01,波提切利，佛罗伦萨和美第奇家族,上映20天,171.1万,4.14万,<0.1%,45,<0.1%,20.2,16.2%
2025-01-01,夏日心灵,上映98天,31.6万,2.99万,<0.1%,3,<0.1%,199.7,--
2025-01-01,完美的日子,上映48天,301.3万,1.68万,<0.1%,8,<0.1%,36.5,42.6%
2025-01-01,天龙押运,上映13天,8.4万,1.61万,<0.1%,22,<0.1%,19.7,61.8%
2025-01-01,老屋所依,上映13天,9.5万,1.50万,<0.1%,7,<0.1%,59.9,97.9%
2025-01-01,哈利·波特与死亡圣器（下）,,4.28亿,1.28万,<0.1%,13,<0.1%,24.8,17.2%
2025-01-01,皇后乐队蒙特利尔现场演唱会,上映27天,384.3万,1.02万,<0.1%,8,<0.1%,19.5,13.2%
2025-01-01,美人鱼的夏天,上映41天,104.9万,0.94万,<0.1%,43,<0.1%,7.3,9.7%
2025-01-01,爆裂鼓手,上映27天,341.5万,0.79万,<0.1%,9,<0.1%,19.3,25.4%
2025-01-01,春风梦,上映15天,7.4万,0.75万,<0.1%,4,<0.1%,53.0,79.0%
2025-01-01,北极荒原,展映,181.5万,0.69万,<0.1%,1,<0.1%,161.0,48.8%
2025-01-01,加拉帕戈斯：自然的仙境,展映,88.0万,0.65万,<0.1%,1,<0.1%,153.0,46.7%
2025-01-01,幸运阁,上映14天,6.2万,0.59万,<0.1%,8,<0.1%,29.5,99.5%
2025-01-01,康熙与路易十四,,247.7万,0.58万,<0.1%,4,<0.1%,47.0,53.1%
2025-01-01,孤星计划,上映26天,1.02亿,0.55万,<0.1%,97,<0.1%,1.6,2.7%
2025-01-01,哈利·波特与死亡圣器（上),,1.43亿,0.54万,<0.1%,9,<0.1%,17.1,24.4%
2025-01-01,哈利·波特与混血王子,,1.83亿,0.53万,<0.1%,8,<0.1%,13.8,34.7%
2025-01-01,小倩,上映27天,1279.5万,0.53万,<0.1%,42,<0.1%,3.6,6.6%
2025-01-01,蓦然回首,上映68天,5379.6万,0.47万,<0.1%,93,<0.1%,1.5,1.7%
2025-01-01,角斗士2,上映41天,3968.5万,0.46万,<0.1%,20,<0.1%,5.6,9.6%
2025-01-01,街一边水一边,上映首日,7334,0.43万,<0.1%,455,<0.1%,0.4,0.4%
2025-01-01,志愿军：存亡之战,上映94天,12.06亿,0.42万,<0.1%,22,<0.1%,5.3,3.2%
2025-01-01,异乡来客,上映13天,8.1万,0.40万,<0.1%,3,<0.1%,34.0,--
2025-01-01,只此青绿,上映93天,5190.5万,0.37万,<0.1%,10,<0.1%,8.8,13.6%
2025-01-01,海上钢琴师,,1.52亿,0.33万,<0.1%,5,<0.1%,15.4,24.2%
2025-01-01,盛极一时的爱情,上映23天,99.8万,0.33万,<0.1%,2,<0.1%,26.5,17.4%
2025-01-01,浴血困牛山,,25.7万,0.31万,<0.1%,16,<0.1%,5.1,5.8%
2025-01-01,猎人克莱文,上映19天,1311.0万,0.30万,<0.1%,31,<0.1%,2.1,3.0%
2025-01-01,最后的告别,上映12天,19.5万,0.30万,<0.1%,5,<0.1%,15.6,25.1%
2025-01-01,泪光中的妈妈,,140.7万,0.27万,<0.1%,5,<0.1%,27.6,31.3%
2025-01-01,阁楼,上映20天,84.8万,0.20万,<0.1%,36,<0.1%,1.9,2.3%
2025-01-01,雪牦牛,上映13天,3.3万,0.20万,<0.1%,2,<0.1%,25.5,--
2025-01-01,指环王：洛汗之战,上映19天,122.1万,0.20万,<0.1%,11,<0.1%,4.6,6.1%
2025-01-01,哈利·波特与魔法石,,3.24亿,0.19万,<0.1%,3,<0.1%,13.3,4.3%
2025-01-01,如父如子,上映27天,433.4万,0.15万,<0.1%,13,<0.1%,2.6,9.1%
2025-01-01,哈利·波特与凤凰社,,1.74亿,0.15万,<0.1%,5,<0.1%,8.0,14.0%
2025-01-01,大突围,上映34天,1262.7万,0.12万,<0.1%,10,<0.1%,3.6,12.9%
2025-01-01,奇妙萌可大电影,,1113.8万,0.11万,<0.1%,10,<0.1%,3.2,5.5%
2025-01-01,火影忍者剧场版：忍者之路,上映54天,3089.6万,0.10万,<0.1%,8,<0.1%,4.0,6.5%
2025-01-01,凤鸣飞天,上映64天,27.2万,0.10万,<0.1%,1,<0.1%,35.0,49.3%
2025-01-01,钱来钱去,上映13天,45.1万,0.09万,<0.1%,10,<0.1%,2.7,4.2%
2025-01-01,小城季风,点映,6415,0.07万,<0.1%,1,<0.1%,28.0,--
2025-01-01,哈利·波特与密室,,9731.9万,0.07万,<0.1%,1,<0.1%,15.0,12.0%
2025-01-01,出不去的房间,上映26天,99.6万,0.06万,<0.1%,19,<0.1%,1.1,1.8%
2025-01-01,焚城,上映62天,2.58亿,0.06万,<0.1%,8,<0.1%,1.8,2.6%
2025-01-01,音乐课,上映79天,36.0万,0.05万,<0.1%,7,<0.1%,2.7,1.6%
2025-01-01,超级的我,,1226.7万,0.05万,<0.1%,8,<0.1%,2.0,--
2025-01-01,哈利·波特与火焰杯,,1.29亿,0.05万,<0.1%,1,<0.1%,10.0,8.0%
2025-01-01,好运来,上映33天,6268.4万,0.05万,<0.1%,34,<0.1%,0.4,0.8%
2025-01-01,一台好戏,上映13天,3595,0.05万,<0.1%,3,<0.1%,5.7,--
2025-01-01,胜券在握,上映48天,2.04亿,0.03万,<0.1%,6,<0.1%,1.8,2.0%
2025-01-01,里斯本丸沉没,,4736.9万,0.03万,<0.1%,1,<0.1%,8.0,5.4%
2025-01-01,哈利·波特与阿兹卡班的囚徒,,8194.5万,0.02万,<0.1%,2,<0.1%,2.5,6.3%
2025-01-01,坠落的审判,,2858.3万,0.02万,<0.1%,1,<0.1%,6.0,8.7%
2025-01-01,今年二十二,上映27天,601.5万,0.01万,<0.1%,7,<0.1%,0.7,1.8%
2025-01-01,帕丁顿熊,,9969.2万,0.01万,<0.1%,7,<0.1%,0.7,1.3%
2025-01-01,这个杀手不太冷,上映62天,1736.8万,0.01万,<0.1%,2,<0.1%,2.5,3.2%
2025-01-01,冰雪·情缘,上映3天,4775,0.01万,<0.1%,147,<0.1%,<0.1,0.0%
2025-01-01,洛神,,6.9万,0.01万,<0.1%,1,<0.1%,7.0,6.3%
2025-01-01,749局,上映93天,3.75亿,0.01万,<0.1%,1,<0.1%,3.0,--
2025-01-01,新大头儿子和小头爸爸6：迷你大冒险,上映93天,2822.9万,0.00万,<0.1%,14,<0.1%,0.2,8.5%
2025-01-01,多想和你再见一面,上映19天,252.1万,0.00万,<0.1%,17,<0.1%,0.1,0.3%
2025-01-01,不想和你有遗憾,上映33天,1748.0万,0.00万,<0.1%,2,<0.1%,1.0,4.1%
2025-01-01,回家的你,上映9天,3.3万,0.00万,<0.1%,10,<0.1%,0.2,0.5%
2025-01-01,海东四少,上映首日,1838,0.00万,<0.1%,3,<0.1%,0.3,1.4%
2025-01-01,机器人之梦,,1184.7万,0.00万,<0.1%,12,<0.1%,0.0,--
2025-01-01,爱乐之城,,2.79亿,0.00万,<0.1%,7,<0.1%,0.0,--
2025-01-01,毛泽东在上海1924,,14.8万,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,堆塘的夏天,上映5天,28,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,曾经的我们致70·80·90,上映5天,1611,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,乔妍的心事,上映68天,1.51亿,0万,<0.1%,5,<0.1%,0.0,--
2025-01-01,默杀,,13.51亿,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,黄山恋,上映20天,3128,0万,<0.1%,3,<0.1%,0.0,--
2025-01-01,燃冬,,2607.6万,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,海绵宝宝：拯救比奇堡,上映76天,3234.7万,0万,<0.1%,3,<0.1%,0.0,--
2025-01-01,金钱堡垒,上映41天,315.1万,0万,<0.1%,3,<0.1%,0.0,--
2025-01-01,熊猫计划,上映93天,3.07亿,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,大圣降妖,,215.6万,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,中国合伙人,,5.40亿,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,名侦探柯南：百万美元的五棱星,,2.86亿,0万,<0.1%,4,<0.1%,0.0,--
2025-01-01,小英雄雨来,点映,75,0万,<0.1%,2,<0.1%,0.0,--
2025-01-01,绝地飞行,展映,6864,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,金刚川,,11.27亿,0万,<0.1%,2,<0.1%,0.0,--
2025-01-01,看不见的朋友,,72.9万,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,噬魂岛,上映34天,132.4万,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,你好，之华,,8020.2万,0万,<0.1%,5,<0.1%,0.0,--
2025-01-01,椰林深处,上映23天,12.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,我谈的那场恋爱,上映48天,663.4万,0万,<0.1%,10,<0.1%,0.0,99.7%
2025-01-01,昆岗的号角,上映35天,18.0万,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,乡见未晚,,30.5万,0万,<0.1%,1,<0.1%,0.0,--
2025-01-01,误杀2,,11.21亿,0万,<0.1%,3,<0.1%,0.0,--
2025-01-01,风流一代,上映41天,1029.7万,0万,<0.1%,4,<0.1%,0.0,--
2025-01-01,戴假发的人,上映47天,420.8万,0万,<0.1%,2,<0.1%,0.0,--
2025-01-01,大红包2：龙凤呈祥,,点映,0万,<0.1%,2,<0.1%,0.0,--
2025-01-02,误杀3,上映6天,4.28亿,2703.33万,38.3%,109611,29.0%,5.9,4.0%
2025-01-02,小小的我,上映7天,4.85亿,2013.49万,28.5%,99161,26.2%,5.1,3.7%
2025-01-02,“骗骗”喜欢你,上映3天,1.57亿,1293.38万,18.3%,56061,14.8%,6.5,6.4%
2025-01-02,误判,上映7天,2.17亿,254.18万,3.6%,17865,4.7%,3.5,3.7%
2025-01-02,窗前明月，咣！,上映3天,3101.2万,192.05万,2.7%,27772,7.3%,1.6,1.8%
2025-01-02,名侦探柯南：迷宫的十字路口,上映7天,8992.5万,170.89万,2.4%,24434,6.4%,1.8,1.9%
2025-01-02,破·地狱,上映20天,1.86亿,156.94万,2.2%,7421,1.9%,5.5,5.3%
2025-01-02,帕丁顿熊3：秘鲁大冒险,上映2天,1834.1万,107.62万,1.5%,20181,5.3%,1.4,1.4%
2025-01-02,好东西,上映42天,7.14亿,41.98万,0.5%,2490,0.6%,3.8,4.4%
2025-01-02,狮子王：木法沙传奇,上映14天,9463.5万,40.66万,0.5%,4694,1.2%,2.0,2.0%
2025-01-02,雄狮少年2,上映20天,6927.1万,19.51万,0.2%,2137,0.5%,2.3,2.4%
2025-01-02,直播惊魂夜,上映3天,43.8万,4.86万,<0.1%,1125,0.2%,1.4,1.4%
2025-01-02,地球脉动：极境生存,,313.4万,4.36万,<0.1%,12,<0.1%,101.0,--
2025-01-02,密室逃脱,上映77天,510.1万,3.91万,<0.1%,28,<0.1%,37.3,--
2025-01-02,海洋奇缘2,上映35天,1.06亿,3.81万,<0.1%,575,0.1%,1.6,1.8%
2025-01-02,鸳鸯楼·惊魂,上映64天,1.29亿,3.77万,<0.1%,719,0.1%,1.6,1.9%
2025-01-02,因果报应,上映35天,7764.4万,3.27万,<0.1%,244,<0.1%,3.3,4.5%
2025-01-02,火锅艺术家,点映,373.5万,3.15万,<0.1%,62,<0.1%,13.0,23.5%
2025-01-02,极限守护,上映8天,11.5万,3.08万,<0.1%,9,<0.1%,66.3,98.0%
2025-01-02,魔法坏女巫,上映28天,1471.7万,2.76万,<0.1%,107,<0.1%,4.7,4.1%
2025-01-02,波提切利，佛罗伦萨和美第奇家族,上映21天,173.8万,2.64万,<0.1%,92,<0.1%,5.7,5.4%
2025-01-02,张杰曜北斗巡回演唱会（舞台纪录电影）,上映14天,4622.8万,2.56万,<0.1%,327,<0.1%,1.9,1.9%
2025-01-02,浴血困牛山,,28.2万,2.46万,<0.1%,37,<0.1%,17.5,16.5%
2025-01-02,毒液：最后一舞,上映72天,6.84亿,1.94万,<0.1%,219,<0.1%,2.2,2.8%
2025-01-02,焚城,上映63天,2.58亿,1.49万,<0.1%,10,<0.1%,24.3,21.8%
2025-01-02,志愿军：存亡之战,上映95天,12.06亿,1.38万,<0.1%,71,<0.1%,4.8,6.2%
2025-01-02,孤星计划,上映27天,1.02亿,1.35万,<0.1%,196,<0.1%,1.9,2.5%
2025-01-02,蜡笔小新：我们的恐龙日记,上映41天,1.26亿,1.19万,<0.1%,303,<0.1%,1.1,1.3%
2025-01-02,东四十条,,4.5万,1.04万,<0.1%,5,<0.1%,52.2,56.7%
2025-01-02,爆裂鼓手,上映28天,342.5万,0.98万,<0.1%,39,<0.1%,4.9,2.4%
2025-01-02,盛极一时的爱情,上映24天,100.5万,0.66万,<0.1%,13,<0.1%,8.6,6.2%
2025-01-02,街一边水一边,上映2天,1.3万,0.66万,<0.1%,455,0.1%,0.5,0.5%
2025-01-02,天龙押运,上映14天,8.9万,0.55万,<0.1%,25,<0.1%,6.8,12.1%
2025-01-02,我，就是风!,,1290.3万,0.51万,<0.1%,2,<0.1%,102.0,--
2025-01-02,角斗士2,上映42天,3968.9万,0.46万,<0.1%,33,<0.1%,2.9,4.4%
2025-01-02,皇后乐队蒙特利尔现场演唱会,上映28天,384.8万,0.46万,<0.1%,17,<0.1%,4.8,2.5%
2025-01-02,春风梦,上映16天,7.8万,0.39万,<0.1%,2,<0.1%,55.5,96.8%
2025-01-02,猎人克莱文,上映20天,1311.3万,0.37万,<0.1%,94,<0.1%,1.0,1.5%
2025-01-02,阁楼,上映21天,85.2万,0.37万,<0.1%,91,<0.1%,1.4,1.6%
2025-01-02,万山的女儿,上映首日,3540,0.35万,<0.1%,2,<0.1%,59.0,97.0%
2025-01-02,完美的日子,上映49天,301.6万,0.35万,<0.1%,15,<0.1%,4.7,11.1%
2025-01-02,冰雪·情缘,上映4天,8188,0.34万,<0.1%,225,<0.1%,0.4,0.7%
2025-01-02,如父如子,上映28天,433.7万,0.32万,<0.1%,32,<0.1%,2.5,4.9%
2025-01-02,哈利·波特与死亡圣器（下）,,4.28亿,0.32万,<0.1%,17,<0.1%,4.0,5.2%
2025-01-02,最后的告别,上映13天,19.8万,0.31万,<0.1%,14,<0.1%,7.9,13.4%
2025-01-02,幸运阁,上映15天,6.5万,0.30万,<0.1%,21,<0.1%,5.7,10.9%
2025-01-02,大突围,上映35天,1263.0万,0.30万,<0.1%,21,<0.1%,4.1,6.4%
2025-01-02,西府游击队,上映44天,3.1万,0.30万,<0.1%,1,<0.1%,100.0,--
2025-01-02,小倩,上映28天,1279.7万,0.28万,<0.1%,79,<0.1%,1.1,3.9%
2025-01-02,老屋所依,上映14天,9.8万,0.27万,<0.1%,9,<0.1%,8.4,16.2%
2025-01-02,蓦然回首,上映69天,5379.8万,0.24万,<0.1%,62,<0.1%,1.1,1.2%
2025-01-02,哈利·波特与死亡圣器（上),,1.43亿,0.23万,<0.1%,20,<0.1%,2.5,3.0%
2025-01-02,根据地,,195.6万,0.22万,<0.1%,1,<0.1%,111.0,--
2025-01-02,美人鱼的夏天,上映42天,105.1万,0.20万,<0.1%,55,<0.1%,1.2,1.4%
2025-01-02,只此青绿,上映94天,5190.7万,0.19万,<0.1%,25,<0.1%,1.8,2.7%
2025-01-02,钱来钱去,上映14天,45.2万,0.15万,<0.1%,47,<0.1%,0.9,1.2%
